,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
819473,CA,Canada,British Columbia,,,CA-BC,,2020-10-13,-22.0,0.0,35.0,-45.0,-32.0,11.0
819474,CA,Canada,British Columbia,,,CA-BC,,2020-10-14,-19.0,2.0,65.0,-42.0,-30.0,10.0
819475,CA,Canada,British Columbia,,,CA-BC,,2020-10-15,-19.0,4.0,49.0,-45.0,-29.0,10.0
819476,CA,Canada,British Columbia,,,CA-BC,,2020-10-16,-19.0,2.0,20.0,-42.0,-28.0,9.0
819477,CA,Canada,British Columbia,,,CA-BC,,2020-10-17,-18.0,5.0,33.0,-37.0,-12.0,6.0
819478,CA,Canada,British Columbia,,,CA-BC,,2020-10-18,-20.0,-2.0,19.0,-39.0,-16.0,6.0
819479,CA,Canada,British Columbia,,,CA-BC,,2020-10-19,-20.0,2.0,34.0,-45.0,-30.0,10.0
819480,CA,Canada,British Columbia,,,CA-BC,,2020-10-20,-15.0,6.0,69.0,-43.0,-28.0,10.0
819481,CA,Canada,British Columbia,,,CA-BC,,2020-10-21,-16.0,6.0,61.0,-40.0,-28.0,9.0
819482,CA,Canada,British Columbia,,,CA-BC,,2020-10-22,-17.0,5.0,55.0,-43.0,-28.0,10.0
819483,CA,Canada,British Columbia,,,CA-BC,,2020-10-23,-22.0,-2.0,-9.0,-46.0,-34.0,11.0
819484,CA,Canada,British Columbia,,,CA-BC,,2020-10-24,-15.0,8.0,41.0,-36.0,-11.0,5.0
819485,CA,Canada,British Columbia,,,CA-BC,,2020-10-25,-17.0,-1.0,35.0,-38.0,-15.0,5.0
819486,CA,Canada,British Columbia,,,CA-BC,,2020-10-26,-20.0,2.0,29.0,-45.0,-29.0,10.0
819487,CA,Canada,British Columbia,,,CA-BC,,2020-10-27,-19.0,3.0,31.0,-46.0,-27.0,11.0
819488,CA,Canada,British Columbia,,,CA-BC,,2020-10-28,-19.0,3.0,28.0,-44.0,-28.0,11.0
819489,CA,Canada,British Columbia,,,CA-BC,,2020-10-29,-19.0,6.0,28.0,-45.0,-27.0,10.0
819490,CA,Canada,British Columbia,,,CA-BC,,2020-10-30,-17.0,6.0,36.0,-41.0,-25.0,8.0
819491,CA,Canada,British Columbia,,,CA-BC,,2020-10-31,-17.0,9.0,55.0,-34.0,-10.0,5.0
819492,CA,Canada,British Columbia,,,CA-BC,,2020-11-01,-17.0,-1.0,68.0,-35.0,-15.0,4.0
819493,CA,Canada,British Columbia,,,CA-BC,,2020-11-02,-21.0,2.0,32.0,-45.0,-28.0,10.0
819494,CA,Canada,British Columbia,,,CA-BC,,2020-11-03,-24.0,-3.0,-4.0,-50.0,-28.0,12.0
819495,CA,Canada,British Columbia,,,CA-BC,,2020-11-04,-24.0,-3.0,8.0,-47.0,-29.0,12.0
819496,CA,Canada,British Columbia,,,CA-BC,,2020-11-05,-22.0,1.0,26.0,-47.0,-27.0,11.0
819497,CA,Canada,British Columbia,,,CA-BC,,2020-11-06,-19.0,2.0,39.0,-43.0,-26.0,9.0
819498,CA,Canada,British Columbia,,,CA-BC,,2020-11-07,-20.0,2.0,26.0,-41.0,-12.0,7.0
819499,CA,Canada,British Columbia,,,CA-BC,,2020-11-08,-20.0,-2.0,54.0,-41.0,-17.0,6.0
819500,CA,Canada,British Columbia,,,CA-BC,,2020-11-09,-25.0,-3.0,-7.0,-51.0,-30.0,12.0
819501,CA,Canada,British Columbia,,,CA-BC,,2020-11-10,-20.0,3.0,23.0,-49.0,-30.0,12.0
819502,CA,Canada,British Columbia,,,CA-BC,,2020-11-11,-27.0,-1.0,48.0,-61.0,-70.0,23.0
819503,CA,Canada,British Columbia,,,CA-BC,,2020-11-12,-27.0,-3.0,-10.0,-53.0,-31.0,14.0
819504,CA,Canada,British Columbia,,,CA-BC,,2020-11-13,-24.0,0.0,2.0,-50.0,-30.0,12.0
819505,CA,Canada,British Columbia,,,CA-BC,,2020-11-14,-25.0,0.0,-7.0,-49.0,-15.0,10.0
819506,CA,Canada,British Columbia,,,CA-BC,,2020-11-15,-24.0,-5.0,21.0,-46.0,-18.0,8.0
819507,CA,Canada,British Columbia,,,CA-BC,,2020-11-16,-28.0,-7.0,-20.0,-53.0,-31.0,13.0
819508,CA,Canada,British Columbia,,,CA-BC,,2020-11-17,-25.0,-1.0,9.0,-52.0,-29.0,13.0
819509,CA,Canada,British Columbia,,,CA-BC,,2020-11-18,-25.0,-2.0,-8.0,-51.0,-30.0,13.0
819510,CA,Canada,British Columbia,,,CA-BC,,2020-11-19,-24.0,2.0,9.0,-52.0,-29.0,13.0
819511,CA,Canada,British Columbia,,,CA-BC,,2020-11-20,-24.0,1.0,-4.0,-51.0,-29.0,12.0
819512,CA,Canada,British Columbia,,,CA-BC,,2020-11-21,-24.0,3.0,14.0,-48.0,-14.0,9.0
819513,CA,Canada,British Columbia,,,CA-BC,,2020-11-22,-27.0,-5.0,-9.0,-52.0,-20.0,9.0
819514,CA,Canada,British Columbia,,,CA-BC,,2020-11-23,-26.0,-1.0,-1.0,-53.0,-31.0,13.0
819515,CA,Canada,British Columbia,,,CA-BC,,2020-11-24,-27.0,-3.0,-2.0,-54.0,-30.0,14.0
819516,CA,Canada,British Columbia,,,CA-BC,,2020-11-25,-25.0,-1.0,20.0,-50.0,-31.0,13.0
819517,CA,Canada,British Columbia,,,CA-BC,,2020-11-26,-26.0,0.0,-4.0,-54.0,-30.0,14.0
819518,CA,Canada,British Columbia,,,CA-BC,,2020-11-27,-23.0,1.0,0.0,-50.0,-30.0,12.0
819519,CA,Canada,British Columbia,,,CA-BC,,2020-11-28,-24.0,2.0,25.0,-46.0,-13.0,9.0
819520,CA,Canada,British Columbia,,,CA-BC,,2020-11-29,-25.0,-4.0,13.0,-49.0,-19.0,8.0
819521,CA,Canada,British Columbia,,,CA-BC,,2020-11-30,-23.0,2.0,6.0,-52.0,-31.0,12.0
819522,CA,Canada,British Columbia,,,CA-BC,,2020-12-01,-22.0,5.0,41.0,-50.0,-29.0,12.0
