,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
813956,CA,Canada,Alberta,,,CA-AB,,2020-02-15,7.0,3.0,24.0,7.0,-2.0,-1.0
813957,CA,Canada,Alberta,,,CA-AB,,2020-02-16,10.0,-2.0,28.0,3.0,-3.0,-2.0
813958,CA,Canada,Alberta,,,CA-AB,,2020-02-17,-7.0,-2.0,10.0,-40.0,-67.0,15.0
813959,CA,Canada,Alberta,,,CA-AB,,2020-02-18,-1.0,1.0,-2.0,-9.0,-5.0,2.0
813960,CA,Canada,Alberta,,,CA-AB,,2020-02-19,3.0,4.0,21.0,-7.0,-1.0,1.0
813961,CA,Canada,Alberta,,,CA-AB,,2020-02-20,7.0,9.0,11.0,-6.0,-1.0,0.0
813962,CA,Canada,Alberta,,,CA-AB,,2020-02-21,2.0,3.0,18.0,-1.0,2.0,0.0
813963,CA,Canada,Alberta,,,CA-AB,,2020-02-22,8.0,7.0,19.0,4.0,5.0,-1.0
813964,CA,Canada,Alberta,,,CA-AB,,2020-02-23,4.0,3.0,8.0,0.0,3.0,0.0
813965,CA,Canada,Alberta,,,CA-AB,,2020-02-24,-1.0,1.0,1.0,3.0,4.0,0.0
813966,CA,Canada,Alberta,,,CA-AB,,2020-02-25,2.0,3.0,13.0,2.0,5.0,0.0
813967,CA,Canada,Alberta,,,CA-AB,,2020-02-26,5.0,7.0,8.0,1.0,5.0,-1.0
813968,CA,Canada,Alberta,,,CA-AB,,2020-02-27,7.0,10.0,13.0,1.0,2.0,0.0
813969,CA,Canada,Alberta,,,CA-AB,,2020-02-28,8.0,11.0,13.0,6.0,4.0,-1.0
813970,CA,Canada,Alberta,,,CA-AB,,2020-02-29,5.0,7.0,8.0,4.0,5.0,0.0
813971,CA,Canada,Alberta,,,CA-AB,,2020-03-01,8.0,10.0,13.0,4.0,4.0,-1.0
813972,CA,Canada,Alberta,,,CA-AB,,2020-03-02,4.0,7.0,3.0,1.0,5.0,0.0
813973,CA,Canada,Alberta,,,CA-AB,,2020-03-03,5.0,9.0,13.0,0.0,5.0,0.0
813974,CA,Canada,Alberta,,,CA-AB,,2020-03-04,4.0,7.0,4.0,0.0,5.0,0.0
813975,CA,Canada,Alberta,,,CA-AB,,2020-03-05,6.0,9.0,2.0,0.0,4.0,0.0
813976,CA,Canada,Alberta,,,CA-AB,,2020-03-06,4.0,9.0,9.0,3.0,6.0,0.0
813977,CA,Canada,Alberta,,,CA-AB,,2020-03-07,-2.0,2.0,-11.0,-6.0,3.0,2.0
813978,CA,Canada,Alberta,,,CA-AB,,2020-03-08,-1.0,3.0,-10.0,-4.0,2.0,1.0
813979,CA,Canada,Alberta,,,CA-AB,,2020-03-09,2.0,7.0,16.0,-1.0,4.0,0.0
813980,CA,Canada,Alberta,,,CA-AB,,2020-03-10,2.0,5.0,9.0,-4.0,4.0,1.0
813981,CA,Canada,Alberta,,,CA-AB,,2020-03-11,3.0,11.0,16.0,-5.0,4.0,1.0
813982,CA,Canada,Alberta,,,CA-AB,,2020-03-12,4.0,29.0,-6.0,-8.0,2.0,1.0
813983,CA,Canada,Alberta,,,CA-AB,,2020-03-13,-8.0,30.0,-28.0,-17.0,-3.0,5.0
813984,CA,Canada,Alberta,,,CA-AB,,2020-03-14,-19.0,12.0,-45.0,-26.0,-5.0,7.0
813985,CA,Canada,Alberta,,,CA-AB,,2020-03-15,-18.0,9.0,-28.0,-25.0,-7.0,5.0
813986,CA,Canada,Alberta,,,CA-AB,,2020-03-16,-11.0,31.0,-13.0,-39.0,-22.0,9.0
813987,CA,Canada,Alberta,,,CA-AB,,2020-03-17,-21.0,17.0,-12.0,-45.0,-29.0,13.0
813988,CA,Canada,Alberta,,,CA-AB,,2020-03-18,-31.0,11.0,-24.0,-52.0,-35.0,16.0
813989,CA,Canada,Alberta,,,CA-AB,,2020-03-19,-35.0,3.0,-28.0,-56.0,-39.0,18.0
813990,CA,Canada,Alberta,,,CA-AB,,2020-03-20,-38.0,4.0,-9.0,-53.0,-40.0,19.0
813991,CA,Canada,Alberta,,,CA-AB,,2020-03-21,-46.0,-9.0,8.0,-47.0,-30.0,13.0
813992,CA,Canada,Alberta,,,CA-AB,,2020-03-22,-49.0,-21.0,16.0,-51.0,-34.0,11.0
813993,CA,Canada,Alberta,,,CA-AB,,2020-03-23,-43.0,-11.0,-22.0,-63.0,-46.0,19.0
813994,CA,Canada,Alberta,,,CA-AB,,2020-03-24,-48.0,-16.0,-31.0,-66.0,-49.0,22.0
813995,CA,Canada,Alberta,,,CA-AB,,2020-03-25,-47.0,-11.0,-25.0,-66.0,-50.0,22.0
813996,CA,Canada,Alberta,,,CA-AB,,2020-03-26,-47.0,-12.0,-24.0,-68.0,-51.0,22.0
813997,CA,Canada,Alberta,,,CA-AB,,2020-03-27,-48.0,-11.0,-16.0,-65.0,-50.0,23.0
813998,CA,Canada,Alberta,,,CA-AB,,2020-03-28,-55.0,-21.0,-40.0,-63.0,-40.0,16.0
813999,CA,Canada,Alberta,,,CA-AB,,2020-03-29,-55.0,-29.0,-23.0,-63.0,-41.0,13.0
814000,CA,Canada,Alberta,,,CA-AB,,2020-03-30,-50.0,-22.0,-49.0,-71.0,-52.0,21.0
814001,CA,Canada,Alberta,,,CA-AB,,2020-03-31,-51.0,-21.0,-47.0,-70.0,-53.0,23.0
814002,CA,Canada,Alberta,,,CA-AB,,2020-04-01,-47.0,-13.0,-49.0,-71.0,-53.0,23.0
814003,CA,Canada,Alberta,,,CA-AB,,2020-04-02,-49.0,-15.0,-48.0,-72.0,-53.0,24.0
814004,CA,Canada,Alberta,,,CA-AB,,2020-04-03,-51.0,-16.0,-49.0,-71.0,-52.0,25.0
814005,CA,Canada,Alberta,,,CA-AB,,2020-04-04,-53.0,-20.0,-31.0,-63.0,-42.0,16.0
814006,CA,Canada,Alberta,,,CA-AB,,2020-04-05,-57.0,-33.0,-51.0,-69.0,-43.0,14.0
814007,CA,Canada,Alberta,,,CA-AB,,2020-04-06,-47.0,-17.0,-26.0,-69.0,-52.0,21.0
814008,CA,Canada,Alberta,,,CA-AB,,2020-04-07,-48.0,-15.0,-36.0,-70.0,-53.0,23.0
814009,CA,Canada,Alberta,,,CA-AB,,2020-04-08,-45.0,-8.0,-23.0,-69.0,-53.0,22.0
814010,CA,Canada,Alberta,,,CA-AB,,2020-04-09,-36.0,9.0,-10.0,-67.0,-54.0,21.0
814011,CA,Canada,Alberta,,,CA-AB,,2020-04-10,-57.0,-17.0,-37.0,-77.0,-78.0,32.0
814012,CA,Canada,Alberta,,,CA-AB,,2020-04-11,-52.0,-13.0,-44.0,-64.0,-45.0,16.0
814013,CA,Canada,Alberta,,,CA-AB,,2020-04-12,-63.0,-40.0,-43.0,-67.0,-46.0,14.0
814014,CA,Canada,Alberta,,,CA-AB,,2020-04-13,-48.0,-19.0,-19.0,-71.0,-59.0,23.0
814015,CA,Canada,Alberta,,,CA-AB,,2020-04-14,-46.0,-15.0,-30.0,-69.0,-53.0,23.0
814016,CA,Canada,Alberta,,,CA-AB,,2020-04-15,-45.0,-10.0,-37.0,-70.0,-53.0,23.0
814017,CA,Canada,Alberta,,,CA-AB,,2020-04-16,-41.0,-4.0,-5.0,-67.0,-53.0,22.0
814018,CA,Canada,Alberta,,,CA-AB,,2020-04-17,-45.0,-11.0,-28.0,-67.0,-52.0,24.0
814019,CA,Canada,Alberta,,,CA-AB,,2020-04-18,-49.0,-16.0,-21.0,-56.0,-38.0,15.0
814020,CA,Canada,Alberta,,,CA-AB,,2020-04-19,-47.0,-23.0,21.0,-54.0,-37.0,11.0
814021,CA,Canada,Alberta,,,CA-AB,,2020-04-20,-40.0,-12.0,17.0,-63.0,-51.0,19.0
814022,CA,Canada,Alberta,,,CA-AB,,2020-04-21,-41.0,-11.0,18.0,-64.0,-51.0,20.0
814023,CA,Canada,Alberta,,,CA-AB,,2020-04-22,-42.0,-9.0,-10.0,-66.0,-51.0,21.0
814024,CA,Canada,Alberta,,,CA-AB,,2020-04-23,-42.0,-8.0,-13.0,-66.0,-51.0,21.0
814025,CA,Canada,Alberta,,,CA-AB,,2020-04-24,-44.0,-9.0,4.0,-63.0,-50.0,21.0
814026,CA,Canada,Alberta,,,CA-AB,,2020-04-25,-45.0,-14.0,6.0,-52.0,-37.0,13.0
814027,CA,Canada,Alberta,,,CA-AB,,2020-04-26,-45.0,-20.0,8.0,-56.0,-38.0,11.0
814028,CA,Canada,Alberta,,,CA-AB,,2020-04-27,-41.0,-13.0,-11.0,-65.0,-50.0,19.0
814029,CA,Canada,Alberta,,,CA-AB,,2020-04-28,-39.0,-8.0,23.0,-63.0,-51.0,12.0
814030,CA,Canada,Alberta,,,CA-AB,,2020-04-29,-39.0,-5.0,19.0,-64.0,-51.0,20.0
814031,CA,Canada,Alberta,,,CA-AB,,2020-04-30,-40.0,-6.0,-12.0,-65.0,-51.0,20.0
814032,CA,Canada,Alberta,,,CA-AB,,2020-05-01,-39.0,-4.0,19.0,-58.0,-49.0,20.0
814033,CA,Canada,Alberta,,,CA-AB,,2020-05-02,-40.0,-7.0,55.0,-44.0,-34.0,10.0
814034,CA,Canada,Alberta,,,CA-AB,,2020-05-03,-44.0,-20.0,-1.0,-55.0,-34.0,10.0
814035,CA,Canada,Alberta,,,CA-AB,,2020-05-04,-40.0,-11.0,-27.0,-66.0,-50.0,19.0
814036,CA,Canada,Alberta,,,CA-AB,,2020-05-05,-34.0,0.0,49.0,-60.0,-49.0,18.0
814037,CA,Canada,Alberta,,,CA-AB,,2020-05-06,-36.0,-2.0,20.0,-62.0,-49.0,19.0
814038,CA,Canada,Alberta,,,CA-AB,,2020-05-07,-37.0,-2.0,6.0,-63.0,-49.0,19.0
814039,CA,Canada,Alberta,,,CA-AB,,2020-05-08,-40.0,-2.0,-1.0,-61.0,-47.0,20.0
814040,CA,Canada,Alberta,,,CA-AB,,2020-05-09,-38.0,4.0,24.0,-50.0,-30.0,10.0
814041,CA,Canada,Alberta,,,CA-AB,,2020-05-10,-37.0,-6.0,-9.0,-55.0,-29.0,8.0
814042,CA,Canada,Alberta,,,CA-AB,,2020-05-11,-38.0,-10.0,2.0,-62.0,-47.0,17.0
814043,CA,Canada,Alberta,,,CA-AB,,2020-05-12,-36.0,-7.0,22.0,-61.0,-47.0,18.0
814044,CA,Canada,Alberta,,,CA-AB,,2020-05-13,-31.0,3.0,57.0,-58.0,-46.0,17.0
814045,CA,Canada,Alberta,,,CA-AB,,2020-05-14,-30.0,3.0,22.0,-60.0,-47.0,17.0
814046,CA,Canada,Alberta,,,CA-AB,,2020-05-15,-31.0,2.0,54.0,-54.0,-47.0,16.0
814047,CA,Canada,Alberta,,,CA-AB,,2020-05-16,-33.0,-1.0,109.0,-40.0,-29.0,7.0
814048,CA,Canada,Alberta,,,CA-AB,,2020-05-17,-30.0,-9.0,107.0,-44.0,-27.0,5.0
814049,CA,Canada,Alberta,,,CA-AB,,2020-05-18,-34.0,-5.0,88.0,-65.0,-76.0,21.0
814050,CA,Canada,Alberta,,,CA-AB,,2020-05-19,-27.0,0.0,31.0,-58.0,-46.0,17.0
814051,CA,Canada,Alberta,,,CA-AB,,2020-05-20,-24.0,7.0,5.0,-60.0,-45.0,17.0
814052,CA,Canada,Alberta,,,CA-AB,,2020-05-21,-32.0,-3.0,-43.0,-66.0,-47.0,21.0
814053,CA,Canada,Alberta,,,CA-AB,,2020-05-22,-33.0,-1.0,-24.0,-62.0,-43.0,19.0
814054,CA,Canada,Alberta,,,CA-AB,,2020-05-23,-29.0,3.0,54.0,-43.0,-20.0,9.0
814055,CA,Canada,Alberta,,,CA-AB,,2020-05-24,-24.0,-5.0,148.0,-39.0,-22.0,4.0
814056,CA,Canada,Alberta,,,CA-AB,,2020-05-25,-20.0,0.0,48.0,-55.0,-44.0,14.0
814057,CA,Canada,Alberta,,,CA-AB,,2020-05-26,-23.0,-1.0,28.0,-58.0,-42.0,16.0
814058,CA,Canada,Alberta,,,CA-AB,,2020-05-27,-19.0,9.0,49.0,-56.0,-42.0,15.0
814059,CA,Canada,Alberta,,,CA-AB,,2020-05-28,-19.0,9.0,63.0,-55.0,-41.0,15.0
814060,CA,Canada,Alberta,,,CA-AB,,2020-05-29,-23.0,7.0,71.0,-52.0,-40.0,14.0
814061,CA,Canada,Alberta,,,CA-AB,,2020-05-30,-23.0,6.0,138.0,-36.0,-12.0,4.0
814062,CA,Canada,Alberta,,,CA-AB,,2020-05-31,-28.0,-11.0,21.0,-47.0,-16.0,6.0
814063,CA,Canada,Alberta,,,CA-AB,,2020-06-01,-15.0,6.0,52.0,-53.0,-40.0,13.0
814064,CA,Canada,Alberta,,,CA-AB,,2020-06-02,-17.0,7.0,90.0,-53.0,-40.0,14.0
814065,CA,Canada,Alberta,,,CA-AB,,2020-06-03,-17.0,8.0,59.0,-53.0,-40.0,14.0
814066,CA,Canada,Alberta,,,CA-AB,,2020-06-04,-18.0,8.0,52.0,-54.0,-40.0,14.0
814067,CA,Canada,Alberta,,,CA-AB,,2020-06-05,-21.0,5.0,94.0,-49.0,-38.0,13.0
814068,CA,Canada,Alberta,,,CA-AB,,2020-06-06,-25.0,-1.0,52.0,-42.0,-15.0,7.0
814069,CA,Canada,Alberta,,,CA-AB,,2020-06-07,-30.0,-12.0,-25.0,-52.0,-19.0,8.0
814070,CA,Canada,Alberta,,,CA-AB,,2020-06-08,-16.0,3.0,42.0,-53.0,-39.0,13.0
814071,CA,Canada,Alberta,,,CA-AB,,2020-06-09,-15.0,3.0,90.0,-52.0,-39.0,13.0
814072,CA,Canada,Alberta,,,CA-AB,,2020-06-10,-10.0,12.0,100.0,-51.0,-38.0,12.0
814073,CA,Canada,Alberta,,,CA-AB,,2020-06-11,-12.0,11.0,91.0,-51.0,-39.0,12.0
814074,CA,Canada,Alberta,,,CA-AB,,2020-06-12,-18.0,5.0,98.0,-49.0,-37.0,11.0
814075,CA,Canada,Alberta,,,CA-AB,,2020-06-13,-20.0,1.0,95.0,-35.0,-10.0,5.0
814076,CA,Canada,Alberta,,,CA-AB,,2020-06-14,-18.0,-5.0,81.0,-37.0,-12.0,3.0
814077,CA,Canada,Alberta,,,CA-AB,,2020-06-15,-11.0,5.0,60.0,-49.0,-38.0,12.0
814078,CA,Canada,Alberta,,,CA-AB,,2020-06-16,-11.0,4.0,78.0,-49.0,-37.0,12.0
814079,CA,Canada,Alberta,,,CA-AB,,2020-06-17,-14.0,6.0,7.0,-54.0,-38.0,14.0
814080,CA,Canada,Alberta,,,CA-AB,,2020-06-18,-10.0,13.0,69.0,-50.0,-38.0,12.0
814081,CA,Canada,Alberta,,,CA-AB,,2020-06-19,-13.0,11.0,111.0,-46.0,-36.0,8.0
814082,CA,Canada,Alberta,,,CA-AB,,2020-06-20,-16.0,8.0,173.0,-32.0,-8.0,2.0
814083,CA,Canada,Alberta,,,CA-AB,,2020-06-21,-14.0,-1.0,117.0,-36.0,-8.0,1.0
814084,CA,Canada,Alberta,,,CA-AB,,2020-06-22,-10.0,6.0,109.0,-47.0,-39.0,10.0
814085,CA,Canada,Alberta,,,CA-AB,,2020-06-23,-11.0,5.0,103.0,-48.0,-39.0,11.0
814086,CA,Canada,Alberta,,,CA-AB,,2020-06-24,-11.0,10.0,54.0,-51.0,-37.0,12.0
814087,CA,Canada,Alberta,,,CA-AB,,2020-06-25,-9.0,14.0,111.0,-48.0,-37.0,10.0
814088,CA,Canada,Alberta,,,CA-AB,,2020-06-26,-16.0,6.0,90.0,-46.0,-36.0,10.0
814089,CA,Canada,Alberta,,,CA-AB,,2020-06-27,-20.0,0.0,86.0,-36.0,-11.0,4.0
814090,CA,Canada,Alberta,,,CA-AB,,2020-06-28,-20.0,-7.0,40.0,-40.0,-10.0,4.0
814091,CA,Canada,Alberta,,,CA-AB,,2020-06-29,-8.0,6.0,72.0,-49.0,-39.0,10.0
814092,CA,Canada,Alberta,,,CA-AB,,2020-06-30,-7.0,8.0,16.0,-55.0,-40.0,12.0
814093,CA,Canada,Alberta,,,CA-AB,,2020-07-01,-14.0,12.0,121.0,-60.0,-67.0,18.0
814094,CA,Canada,Alberta,,,CA-AB,,2020-07-02,-9.0,14.0,86.0,-50.0,-42.0,11.0
814095,CA,Canada,Alberta,,,CA-AB,,2020-07-03,-13.0,10.0,176.0,-45.0,-42.0,9.0
814096,CA,Canada,Alberta,,,CA-AB,,2020-07-04,-20.0,-1.0,161.0,-36.0,-11.0,2.0
814097,CA,Canada,Alberta,,,CA-AB,,2020-07-05,-14.0,-3.0,161.0,-32.0,-11.0,0.0
814098,CA,Canada,Alberta,,,CA-AB,,2020-07-06,-7.0,8.0,120.0,-46.0,-39.0,9.0
814099,CA,Canada,Alberta,,,CA-AB,,2020-07-07,-11.0,6.0,54.0,-51.0,-39.0,12.0
814100,CA,Canada,Alberta,,,CA-AB,,2020-07-08,-9.0,12.0,39.0,-52.0,-39.0,12.0
814101,CA,Canada,Alberta,,,CA-AB,,2020-07-09,-7.0,15.0,98.0,-48.0,-38.0,10.0
814102,CA,Canada,Alberta,,,CA-AB,,2020-07-10,-13.0,11.0,142.0,-44.0,-36.0,8.0
814103,CA,Canada,Alberta,,,CA-AB,,2020-07-11,-16.0,4.0,224.0,-31.0,-8.0,0.0
814104,CA,Canada,Alberta,,,CA-AB,,2020-07-12,-15.0,-3.0,123.0,-34.0,-10.0,1.0
814105,CA,Canada,Alberta,,,CA-AB,,2020-07-13,-8.0,5.0,75.0,-48.0,-39.0,9.0
814106,CA,Canada,Alberta,,,CA-AB,,2020-07-14,-6.0,8.0,132.0,-49.0,-38.0,10.0
814107,CA,Canada,Alberta,,,CA-AB,,2020-07-15,-5.0,13.0,101.0,-49.0,-37.0,10.0
814108,CA,Canada,Alberta,,,CA-AB,,2020-07-16,-10.0,12.0,86.0,-50.0,-38.0,10.0
814109,CA,Canada,Alberta,,,CA-AB,,2020-07-17,-13.0,10.0,114.0,-45.0,-37.0,9.0
814110,CA,Canada,Alberta,,,CA-AB,,2020-07-18,-15.0,5.0,180.0,-31.0,-8.0,1.0
814111,CA,Canada,Alberta,,,CA-AB,,2020-07-19,-14.0,-3.0,127.0,-34.0,-11.0,0.0
814112,CA,Canada,Alberta,,,CA-AB,,2020-07-20,-6.0,10.0,135.0,-46.0,-39.0,8.0
814113,CA,Canada,Alberta,,,CA-AB,,2020-07-21,-8.0,7.0,135.0,-49.0,-39.0,9.0
814114,CA,Canada,Alberta,,,CA-AB,,2020-07-22,-8.0,12.0,119.0,-50.0,-37.0,10.0
814115,CA,Canada,Alberta,,,CA-AB,,2020-07-23,-12.0,9.0,72.0,-51.0,-38.0,10.0
814116,CA,Canada,Alberta,,,CA-AB,,2020-07-24,-17.0,6.0,90.0,-48.0,-36.0,9.0
814117,CA,Canada,Alberta,,,CA-AB,,2020-07-25,-17.0,3.0,177.0,-33.0,-8.0,1.0
814118,CA,Canada,Alberta,,,CA-AB,,2020-07-26,-12.0,0.0,217.0,-31.0,-8.0,-2.0
814119,CA,Canada,Alberta,,,CA-AB,,2020-07-27,-7.0,9.0,147.0,-47.0,-39.0,7.0
814120,CA,Canada,Alberta,,,CA-AB,,2020-07-28,-8.0,9.0,155.0,-50.0,-38.0,9.0
814121,CA,Canada,Alberta,,,CA-AB,,2020-07-29,-5.0,16.0,128.0,-50.0,-38.0,9.0
814122,CA,Canada,Alberta,,,CA-AB,,2020-07-30,-6.0,17.0,109.0,-50.0,-39.0,8.0
814123,CA,Canada,Alberta,,,CA-AB,,2020-07-31,-11.0,15.0,149.0,-46.0,-39.0,6.0
814124,CA,Canada,Alberta,,,CA-AB,,2020-08-01,-19.0,2.0,194.0,-37.0,-14.0,0.0
814125,CA,Canada,Alberta,,,CA-AB,,2020-08-02,-12.0,-2.0,248.0,-35.0,-13.0,-2.0
814126,CA,Canada,Alberta,,,CA-AB,,2020-08-03,-17.0,-3.0,156.0,-60.0,-71.0,13.0
814127,CA,Canada,Alberta,,,CA-AB,,2020-08-04,-8.0,11.0,142.0,-49.0,-40.0,8.0
814128,CA,Canada,Alberta,,,CA-AB,,2020-08-05,-6.0,15.0,138.0,-49.0,-39.0,8.0
814129,CA,Canada,Alberta,,,CA-AB,,2020-08-06,-9.0,11.0,119.0,-50.0,-39.0,9.0
814130,CA,Canada,Alberta,,,CA-AB,,2020-08-07,-18.0,2.0,83.0,-50.0,-38.0,9.0
814131,CA,Canada,Alberta,,,CA-AB,,2020-08-08,-18.0,0.0,140.0,-36.0,-8.0,2.0
814132,CA,Canada,Alberta,,,CA-AB,,2020-08-09,-13.0,-3.0,174.0,-34.0,-10.0,-1.0
814133,CA,Canada,Alberta,,,CA-AB,,2020-08-10,-8.0,3.0,123.0,-48.0,-39.0,7.0
814134,CA,Canada,Alberta,,,CA-AB,,2020-08-11,-11.0,1.0,108.0,-51.0,-38.0,9.0
814135,CA,Canada,Alberta,,,CA-AB,,2020-08-12,-8.0,9.0,103.0,-50.0,-38.0,9.0
814136,CA,Canada,Alberta,,,CA-AB,,2020-08-13,-10.0,9.0,106.0,-50.0,-38.0,9.0
814137,CA,Canada,Alberta,,,CA-AB,,2020-08-14,-15.0,6.0,121.0,-47.0,-37.0,7.0
814138,CA,Canada,Alberta,,,CA-AB,,2020-08-15,-17.0,2.0,180.0,-34.0,-9.0,0.0
814139,CA,Canada,Alberta,,,CA-AB,,2020-08-16,-12.0,-1.0,213.0,-33.0,-10.0,-2.0
814140,CA,Canada,Alberta,,,CA-AB,,2020-08-17,-9.0,4.0,128.0,-49.0,-39.0,7.0
814141,CA,Canada,Alberta,,,CA-AB,,2020-08-18,-10.0,4.0,151.0,-50.0,-37.0,8.0
814142,CA,Canada,Alberta,,,CA-AB,,2020-08-19,-10.0,8.0,124.0,-51.0,-37.0,8.0
814143,CA,Canada,Alberta,,,CA-AB,,2020-08-20,-9.0,9.0,95.0,-51.0,-37.0,8.0
814144,CA,Canada,Alberta,,,CA-AB,,2020-08-21,-15.0,5.0,131.0,-47.0,-36.0,7.0
814145,CA,Canada,Alberta,,,CA-AB,,2020-08-22,-18.0,0.0,151.0,-38.0,-9.0,1.0
814146,CA,Canada,Alberta,,,CA-AB,,2020-08-23,-14.0,-4.0,174.0,-35.0,-9.0,-1.0
814147,CA,Canada,Alberta,,,CA-AB,,2020-08-24,-10.0,1.0,93.0,-50.0,-38.0,8.0
814148,CA,Canada,Alberta,,,CA-AB,,2020-08-25,-9.0,5.0,128.0,-50.0,-37.0,8.0
814149,CA,Canada,Alberta,,,CA-AB,,2020-08-26,-8.0,8.0,108.0,-49.0,-36.0,8.0
814150,CA,Canada,Alberta,,,CA-AB,,2020-08-27,-7.0,11.0,98.0,-48.0,-36.0,8.0
814151,CA,Canada,Alberta,,,CA-AB,,2020-08-28,-13.0,4.0,127.0,-44.0,-34.0,6.0
814152,CA,Canada,Alberta,,,CA-AB,,2020-08-29,-15.0,1.0,110.0,-36.0,-9.0,1.0
814153,CA,Canada,Alberta,,,CA-AB,,2020-08-30,-10.0,-1.0,118.0,-34.0,-9.0,0.0
814154,CA,Canada,Alberta,,,CA-AB,,2020-08-31,-6.0,4.0,75.0,-47.0,-36.0,7.0
814155,CA,Canada,Alberta,,,CA-AB,,2020-09-01,-4.0,11.0,94.0,-45.0,-36.0,8.0
814156,CA,Canada,Alberta,,,CA-AB,,2020-09-02,-7.0,8.0,53.0,-48.0,-36.0,9.0
814157,CA,Canada,Alberta,,,CA-AB,,2020-09-03,-9.0,9.0,78.0,-46.0,-36.0,8.0
814158,CA,Canada,Alberta,,,CA-AB,,2020-09-04,-11.0,9.0,121.0,-40.0,-35.0,5.0
814159,CA,Canada,Alberta,,,CA-AB,,2020-09-05,-16.0,1.0,178.0,-36.0,-13.0,0.0
814160,CA,Canada,Alberta,,,CA-AB,,2020-09-06,-13.0,-7.0,94.0,-41.0,-14.0,1.0
814161,CA,Canada,Alberta,,,CA-AB,,2020-09-07,-18.0,1.0,62.0,-62.0,-73.0,16.0
814162,CA,Canada,Alberta,,,CA-AB,,2020-09-08,-11.0,5.0,72.0,-44.0,-37.0,8.0
814163,CA,Canada,Alberta,,,CA-AB,,2020-09-09,-10.0,6.0,84.0,-44.0,-34.0,7.0
814164,CA,Canada,Alberta,,,CA-AB,,2020-09-10,-11.0,6.0,98.0,-44.0,-34.0,7.0
814165,CA,Canada,Alberta,,,CA-AB,,2020-09-11,-15.0,2.0,99.0,-42.0,-31.0,6.0
814166,CA,Canada,Alberta,,,CA-AB,,2020-09-12,-15.0,1.0,101.0,-37.0,-7.0,2.0
814167,CA,Canada,Alberta,,,CA-AB,,2020-09-13,-15.0,-2.0,85.0,-40.0,-10.0,2.0
814168,CA,Canada,Alberta,,,CA-AB,,2020-09-14,-12.0,-2.0,42.0,-47.0,-30.0,7.0
814169,CA,Canada,Alberta,,,CA-AB,,2020-09-15,-10.0,2.0,54.0,-46.0,-29.0,8.0
814170,CA,Canada,Alberta,,,CA-AB,,2020-09-16,-10.0,2.0,69.0,-46.0,-30.0,7.0
814171,CA,Canada,Alberta,,,CA-AB,,2020-09-17,-12.0,2.0,70.0,-46.0,-30.0,7.0
814172,CA,Canada,Alberta,,,CA-AB,,2020-09-18,-13.0,1.0,86.0,-44.0,-28.0,7.0
814173,CA,Canada,Alberta,,,CA-AB,,2020-09-19,-14.0,0.0,95.0,-40.0,-8.0,2.0
814174,CA,Canada,Alberta,,,CA-AB,,2020-09-20,-11.0,-1.0,122.0,-40.0,-8.0,1.0
814175,CA,Canada,Alberta,,,CA-AB,,2020-09-21,-12.0,-2.0,64.0,-47.0,-31.0,7.0
814176,CA,Canada,Alberta,,,CA-AB,,2020-09-22,-13.0,1.0,69.0,-48.0,-29.0,8.0
814177,CA,Canada,Alberta,,,CA-AB,,2020-09-23,-13.0,2.0,54.0,-48.0,-28.0,8.0
814178,CA,Canada,Alberta,,,CA-AB,,2020-09-24,-14.0,3.0,42.0,-49.0,-28.0,9.0
814179,CA,Canada,Alberta,,,CA-AB,,2020-09-25,-16.0,1.0,54.0,-48.0,-27.0,8.0
814180,CA,Canada,Alberta,,,CA-AB,,2020-09-26,-13.0,3.0,95.0,-41.0,-5.0,2.0
814181,CA,Canada,Alberta,,,CA-AB,,2020-09-27,-12.0,-1.0,103.0,-43.0,-7.0,2.0
814182,CA,Canada,Alberta,,,CA-AB,,2020-09-28,-13.0,-1.0,43.0,-48.0,-28.0,8.0
814183,CA,Canada,Alberta,,,CA-AB,,2020-09-29,-12.0,2.0,54.0,-49.0,-28.0,8.0
814184,CA,Canada,Alberta,,,CA-AB,,2020-09-30,-10.0,5.0,42.0,-48.0,-28.0,8.0
814185,CA,Canada,Alberta,,,CA-AB,,2020-10-01,-11.0,8.0,39.0,-48.0,-27.0,8.0
814186,CA,Canada,Alberta,,,CA-AB,,2020-10-02,-14.0,5.0,61.0,-43.0,-24.0,7.0
814187,CA,Canada,Alberta,,,CA-AB,,2020-10-03,-12.0,4.0,118.0,-37.0,-7.0,1.0
814188,CA,Canada,Alberta,,,CA-AB,,2020-10-04,-14.0,-1.0,77.0,-42.0,-10.0,2.0
814189,CA,Canada,Alberta,,,CA-AB,,2020-10-05,-13.0,1.0,38.0,-46.0,-28.0,7.0
814190,CA,Canada,Alberta,,,CA-AB,,2020-10-06,-13.0,6.0,38.0,-47.0,-28.0,8.0
814191,CA,Canada,Alberta,,,CA-AB,,2020-10-07,-13.0,4.0,30.0,-48.0,-27.0,8.0
814192,CA,Canada,Alberta,,,CA-AB,,2020-10-08,-14.0,6.0,15.0,-48.0,-27.0,9.0
