,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
819523,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-15,30.0,,,,,
819524,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-16,50.0,,,,,
819525,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-17,30.0,7.0,,,-47.0,
819526,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-18,21.0,7.0,,,5.0,
819527,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-19,29.0,17.0,,,8.0,
819528,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-20,30.0,8.0,,,5.0,
819529,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-21,22.0,9.0,,,5.0,
819530,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-22,19.0,,,,,
819531,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-23,25.0,,,,,
819532,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-24,11.0,7.0,,,7.0,
819533,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-25,11.0,1.0,,,6.0,
819534,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-26,12.0,8.0,,,8.0,
819535,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-27,8.0,1.0,,,6.0,
819536,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-28,5.0,5.0,,,7.0,
819537,CA,Canada,British Columbia,Alberni-Clayoquot,2020-02-29,13.0,,,,,
819538,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-01,20.0,,,,,
819539,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-02,11.0,3.0,,,5.0,
819540,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-03,11.0,5.0,,,6.0,
819541,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-04,9.0,4.0,,,6.0,
819542,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-05,9.0,-4.0,,,6.0,
819543,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-06,9.0,4.0,,,9.0,
819544,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-07,13.0,,,,,
819545,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-08,22.0,,,,,
819546,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-09,8.0,9.0,,,2.0,
819547,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-10,10.0,0.0,,,5.0,
819548,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-11,10.0,15.0,,,10.0,
819549,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-12,17.0,18.0,,,8.0,
819550,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-13,13.0,24.0,,,5.0,
819551,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-14,12.0,,,,,
819552,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-15,21.0,,,,,
819553,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-16,19.0,38.0,,,-13.0,
819554,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-17,9.0,38.0,,,-19.0,
819555,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-18,-9.0,19.0,,,-20.0,
819556,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-19,-21.0,2.0,,,-25.0,
819557,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-20,-29.0,2.0,,,-28.0,
819558,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-21,-44.0,,,,-28.0,
819559,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-22,-52.0,,,,,
819560,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-23,-48.0,-27.0,,,-41.0,
819561,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-24,-47.0,-23.0,,,-46.0,
819562,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-25,-43.0,-20.0,,,-44.0,
819563,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-26,-50.0,-26.0,,,-48.0,
819564,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-27,-50.0,-20.0,,,-47.0,
819565,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-28,-59.0,,-41.0,,-40.0,
819566,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-29,-53.0,,,,-43.0,
819567,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-30,-51.0,-24.0,,,-47.0,
819568,CA,Canada,British Columbia,Alberni-Clayoquot,2020-03-31,-42.0,-26.0,,,-45.0,
819569,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-01,-48.0,-19.0,,,-45.0,
819570,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-02,-47.0,-25.0,,,-48.0,
819571,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-03,-43.0,-20.0,,,-46.0,
819572,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-04,-49.0,,-10.0,,-41.0,
819573,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-05,-45.0,,,,-47.0,
819574,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-06,-40.0,-26.0,,,-44.0,
819575,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-07,-38.0,-20.0,,,-41.0,
819576,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-08,-38.0,-22.0,,,-40.0,
819577,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-09,-25.0,-10.0,,,-40.0,
819578,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-10,-48.0,-16.0,,,-66.0,
819579,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-11,-43.0,,22.0,,-41.0,
819580,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-12,-50.0,,,,-40.0,
819581,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-13,-44.0,-29.0,,,-56.0,
819582,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-14,-35.0,-21.0,,,-41.0,
819583,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-15,-35.0,-11.0,,,-37.0,
819584,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-16,-34.0,-20.0,,,-36.0,
819585,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-17,-40.0,-20.0,,,-34.0,
819586,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-18,-42.0,,17.0,,-33.0,
819587,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-19,-36.0,,,,-41.0,
819588,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-20,-33.0,-20.0,,,-37.0,
819589,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-21,-32.0,-19.0,,,-33.0,
819590,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-22,-35.0,-12.0,,,-35.0,
819591,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-23,-34.0,-12.0,,,-35.0,
819592,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-24,-35.0,-9.0,,,-34.0,
819593,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-25,-45.0,,-32.0,,-31.0,
819594,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-26,-36.0,,,,,
819595,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-27,-30.0,-18.0,,,-36.0,
819596,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-28,-27.0,-10.0,,,-40.0,
819597,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-29,-29.0,-10.0,,,-37.0,
819598,CA,Canada,British Columbia,Alberni-Clayoquot,2020-04-30,-26.0,-13.0,,,-35.0,
819599,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-01,-30.0,-17.0,,,-32.0,
819600,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-02,-42.0,,-11.0,,-34.0,
819601,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-03,-32.0,,,,,
819602,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-04,-31.0,-14.0,,,-33.0,
819603,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-05,-22.0,-11.0,,,-33.0,
819604,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-06,-26.0,-7.0,,,-29.0,
819605,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-07,-23.0,-8.0,,,-30.0,
819606,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-08,-22.0,-6.0,,,-25.0,
819607,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-09,-21.0,,,,-29.0,
819608,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-11,-30.0,-11.0,,,-32.0,
819609,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-12,-24.0,-6.0,,,-33.0,
819610,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-13,-22.0,-7.0,,,-28.0,
819611,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-14,-19.0,-8.0,,,-29.0,
819612,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-15,-21.0,-3.0,,,-29.0,
819613,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-16,-33.0,,-20.0,,-34.0,
819614,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-18,,,,,-62.0,
819615,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-19,,-4.0,,,-28.0,
819616,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-20,-13.0,4.0,,,-26.0,
819617,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-21,-10.0,-3.0,,,-28.0,
819618,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-22,-15.0,-2.0,,,-22.0,
819619,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-23,-21.0,,,,-23.0,
819620,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-25,,5.0,,,-25.0,
819621,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-26,,-3.0,,,-23.0,
819622,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-27,,10.0,,,-23.0,
819623,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-28,1.0,10.0,,,-21.0,
819624,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-29,-11.0,3.0,,,-20.0,
819625,CA,Canada,British Columbia,Alberni-Clayoquot,2020-05-30,-14.0,,,,,
819626,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-01,,5.0,,,-21.0,
819627,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-02,,-1.0,,,-24.0,
819628,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-03,,5.0,,,-19.0,
819629,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-04,-5.0,-1.0,,,-20.0,
819630,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-05,-2.0,12.0,,,-20.0,
819631,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-06,0.0,,,,,
819632,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-07,17.0,,,,,
819633,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-08,7.0,19.0,,,-18.0,
819634,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-09,,8.0,,,-20.0,
819635,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-10,,15.0,,,-17.0,
819636,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-11,2.0,9.0,,,-16.0,
819637,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-12,6.0,12.0,,,-11.0,
819638,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-13,3.0,,,,1.0,
819639,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-14,18.0,,,,-1.0,
819640,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-15,12.0,12.0,,,-16.0,
819641,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-16,19.0,7.0,,,-17.0,
819642,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-17,12.0,13.0,,,-12.0,
819643,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-18,14.0,7.0,,,-15.0,
819644,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-19,20.0,22.0,,,-13.0,
819645,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-20,23.0,,,,4.0,
819646,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-21,40.0,,,,3.0,
819647,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-22,22.0,14.0,,,-22.0,
819648,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-23,19.0,10.0,,,-22.0,
819649,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-24,33.0,28.0,,,-15.0,
819650,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-25,31.0,20.0,,,-13.0,
819651,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-26,28.0,31.0,,,-13.0,
819652,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-27,39.0,,,,-1.0,
819653,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-28,62.0,,,,-4.0,
819654,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-29,54.0,41.0,,,-19.0,
819655,CA,Canada,British Columbia,Alberni-Clayoquot,2020-06-30,59.0,41.0,,,-20.0,
819656,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-01,45.0,43.0,,,-44.0,
819657,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-02,56.0,45.0,,,-19.0,
819658,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-03,52.0,49.0,,,-25.0,
819659,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-04,49.0,,,,0.0,
819660,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-05,67.0,,,,-4.0,
819661,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-06,48.0,41.0,,,-19.0,
819662,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-07,46.0,35.0,,,-18.0,
819663,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-08,40.0,42.0,,,-15.0,
819664,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-09,43.0,40.0,,,-13.0,
819665,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-10,37.0,32.0,,,-15.0,
819666,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-11,46.0,,,,0.0,
819667,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-12,65.0,,,,-7.0,
819668,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-13,62.0,51.0,,,-20.0,
819669,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-14,57.0,44.0,,,-18.0,
819670,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-15,56.0,51.0,,,-15.0,
819671,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-16,60.0,45.0,,,-17.0,
819672,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-17,52.0,47.0,,,-15.0,
819673,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-18,58.0,,,,1.0,
819674,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-19,84.0,,,,-1.0,
819675,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-20,65.0,55.0,,,-15.0,
819676,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-21,59.0,45.0,,,-19.0,
819677,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-22,62.0,53.0,,,-14.0,
819678,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-23,57.0,45.0,,,-15.0,
819679,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-24,53.0,48.0,,,-14.0,
819680,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-25,53.0,,,,6.0,
819681,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-26,75.0,,,,-4.0,
819682,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-27,74.0,55.0,,,-22.0,
819683,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-28,66.0,58.0,,,-18.0,
819684,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-29,57.0,59.0,,,-18.0,
819685,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-30,68.0,53.0,,,-18.0,
819686,CA,Canada,British Columbia,Alberni-Clayoquot,2020-07-31,61.0,53.0,,,-21.0,
819687,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-01,65.0,,,,-2.0,
819688,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-02,100.0,,,,-11.0,
819689,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-03,75.0,52.0,,,-53.0,
819690,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-04,68.0,56.0,,,-21.0,
819691,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-05,61.0,55.0,,,-15.0,
819692,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-06,67.0,52.0,,,-16.0,
819693,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-07,51.0,47.0,,,-14.0,
819694,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-08,55.0,,,,8.0,
819695,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-09,81.0,,,,-1.0,
819696,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-10,73.0,56.0,,,-21.0,
819697,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-11,75.0,45.0,,,-20.0,
819698,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-12,70.0,64.0,,,-13.0,
819699,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-13,65.0,58.0,,,-16.0,
819700,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-14,58.0,53.0,,,-11.0,
819701,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-15,63.0,,,,5.0,
819702,CA,Canada,British Columbia,Alberni-Clayoquot,2020-08-16,87.0,,,,5.0,
819703,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-11,50.0,34.0,,,-6.0,
819704,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-12,47.0,,,,4.0,
819705,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-13,61.0,,,,1.0,
819706,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-14,44.0,19.0,,,-12.0,
819707,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-15,45.0,24.0,,,-10.0,
819708,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-16,41.0,24.0,,,-6.0,
819709,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-17,42.0,23.0,,,-7.0,
819710,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-18,46.0,31.0,,,-7.0,
819711,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-19,42.0,,,,8.0,
819712,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-20,54.0,,,,8.0,
819713,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-21,40.0,20.0,,,-18.0,
819714,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-22,41.0,25.0,,,-11.0,
819715,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-23,33.0,29.0,,,-11.0,3.0
819716,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-24,31.0,18.0,,,-6.0,2.0
819717,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-25,29.0,20.0,,,-6.0,2.0
819718,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-26,27.0,,,,11.0,
819719,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-27,40.0,,,,3.0,
819720,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-28,40.0,17.0,,,-6.0,2.0
819721,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-29,42.0,23.0,,,-9.0,0.0
819722,CA,Canada,British Columbia,Alberni-Clayoquot,2020-09-30,38.0,25.0,,,-7.0,1.0
819723,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-01,35.0,20.0,,,-7.0,0.0
819724,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-02,29.0,27.0,,,-4.0,1.0
819725,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-03,34.0,,,,6.0,
819726,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-04,45.0,,,,3.0,
819727,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-05,32.0,29.0,,,-13.0,2.0
819728,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-06,27.0,14.0,,,-12.0,1.0
819729,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-07,28.0,21.0,,,-7.0,2.0
819730,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-08,23.0,20.0,,,-7.0,1.0
819731,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-09,16.0,26.0,,,-6.0,5.0
819732,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-10,22.0,,,,-2.0,
819733,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-11,18.0,,,,-9.0,
819734,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-12,14.0,,,,-55.0,10.0
819735,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-13,19.0,11.0,,,-13.0,4.0
819736,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-14,25.0,26.0,,,-1.0,3.0
819737,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-15,25.0,21.0,,,-5.0,2.0
819738,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-16,26.0,27.0,,,0.0,3.0
819739,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-17,24.0,,,,3.0,
819740,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-18,27.0,,,,-9.0,
819741,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-19,24.0,17.0,,,-8.0,4.0
819742,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-20,33.0,25.0,,,-4.0,2.0
819743,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-21,31.0,31.0,,,1.0,2.0
819744,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-22,26.0,21.0,,,-3.0,2.0
819745,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-23,15.0,16.0,,,-9.0,4.0
819746,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-24,35.0,,,,4.0,
819747,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-25,37.0,,,,-6.0,
819748,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-26,26.0,22.0,,,-9.0,3.0
819749,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-27,24.0,11.0,,,-4.0,3.0
819750,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-28,22.0,28.0,,,-1.0,4.0
819751,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-29,21.0,17.0,,,1.0,1.0
819752,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-30,17.0,27.0,,,3.0,2.0
819753,CA,Canada,British Columbia,Alberni-Clayoquot,2020-10-31,16.0,,,,9.0,
819754,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-01,20.0,,,,-2.0,
819755,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-02,15.0,13.0,,,-2.0,4.0
819756,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-03,15.0,9.0,,,-2.0,4.0
819757,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-04,8.0,11.0,,,1.0,6.0
819758,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-05,14.0,15.0,,,2.0,2.0
819759,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-06,14.0,20.0,,,1.0,4.0
819760,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-07,22.0,,,,8.0,
819761,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-08,30.0,,,,-1.0,
819762,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-09,24.0,18.0,,,-4.0,4.0
819763,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-10,29.0,21.0,,,-9.0,2.0
819764,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-11,13.0,14.0,,,-47.0,12.0
819765,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-12,9.0,15.0,,,-4.0,5.0
819766,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-13,19.0,26.0,,,-2.0,5.0
819767,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-14,8.0,,,,3.0,
819768,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-15,12.0,,,,-1.0,
819769,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-16,2.0,5.0,,,-16.0,6.0
819770,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-17,,6.0,,,-11.0,3.0
819771,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-18,9.0,16.0,,,-8.0,4.0
819772,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-19,4.0,10.0,,,-7.0,4.0
819773,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-20,-5.0,11.0,,,-6.0,6.0
819774,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-21,-10.0,,9.0,,2.0,
819775,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-22,-6.0,,,,-11.0,
819776,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-23,-7.0,2.0,,,-9.0,7.0
819777,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-24,,3.0,,,-14.0,7.0
819778,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-25,-11.0,3.0,,,-9.0,7.0
819779,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-26,-12.0,6.0,,,-10.0,6.0
819780,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-27,-19.0,-3.0,,,-10.0,9.0
819781,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-28,-15.0,,6.0,,-2.0,
819782,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-29,,,,,-17.0,
819783,CA,Canada,British Columbia,Alberni-Clayoquot,2020-11-30,,7.0,,,-12.0,7.0
819784,CA,Canada,British Columbia,Alberni-Clayoquot,2020-12-01,,4.0,,,-15.0,6.0
819785,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-15,4.0,,,,-5.0,
819786,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-17,-33.0,,,,-65.0,
819787,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-18,4.0,9.0,,,1.0,-1.0
819788,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-19,6.0,15.0,,,0.0,0.0
819789,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-20,0.0,15.0,,,2.0,
819790,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-21,9.0,6.0,,,3.0,
819791,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-22,6.0,,,,-1.0,
819792,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-24,-3.0,11.0,,,0.0,
819793,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-25,2.0,6.0,,,0.0,-1.0
819794,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-26,4.0,11.0,,,-1.0,-1.0
819795,CA,Canada,British Columbia,Bulkley-Nechako,2020-02-27,-1.0,7.0,,,-1.0,
