,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
676050,CA,Canada,British Columbia,,,CA-BC,,2020-09-28,-16.0,3.0,82.0,-42.0,-32.0,9.0
676051,CA,Canada,British Columbia,,,CA-BC,,2020-09-29,-15.0,5.0,117.0,-41.0,-30.0,9.0
676052,CA,Canada,British Columbia,,,CA-BC,,2020-09-30,-16.0,4.0,92.0,-40.0,-32.0,8.0
676053,CA,Canada,British Columbia,,,CA-BC,,2020-10-01,-18.0,6.0,70.0,-43.0,-30.0,9.0
676054,CA,Canada,British Columbia,,,CA-BC,,2020-10-02,-17.0,3.0,86.0,-38.0,-28.0,7.0
676055,CA,Canada,British Columbia,,,CA-BC,,2020-10-03,-17.0,4.0,73.0,-35.0,-12.0,4.0
676056,CA,Canada,British Columbia,,,CA-BC,,2020-10-04,-17.0,0.0,56.0,-35.0,-15.0,4.0
676057,CA,Canada,British Columbia,,,CA-BC,,2020-10-05,-18.0,4.0,58.0,-43.0,-31.0,9.0
676058,CA,Canada,British Columbia,,,CA-BC,,2020-10-06,-16.0,6.0,93.0,-43.0,-30.0,9.0
676059,CA,Canada,British Columbia,,,CA-BC,,2020-10-07,-18.0,3.0,82.0,-41.0,-30.0,9.0
676060,CA,Canada,British Columbia,,,CA-BC,,2020-10-08,-19.0,7.0,56.0,-43.0,-30.0,10.0
676061,CA,Canada,British Columbia,,,CA-BC,,2020-10-09,-20.0,6.0,10.0,-43.0,-31.0,9.0
676062,CA,Canada,British Columbia,,,CA-BC,,2020-10-10,-20.0,12.0,33.0,-37.0,-15.0,5.0
676063,CA,Canada,British Columbia,,,CA-BC,,2020-10-11,-28.0,-7.0,-3.0,-46.0,-18.0,5.0
676064,CA,Canada,British Columbia,,,CA-BC,,2020-10-12,-28.0,-1.0,86.0,-54.0,-74.0,17.0
676065,CA,Canada,British Columbia,,,CA-BC,,2020-10-13,-22.0,0.0,35.0,-45.0,-32.0,11.0
676066,CA,Canada,British Columbia,,,CA-BC,,2020-10-14,-19.0,2.0,65.0,-42.0,-30.0,10.0
676067,CA,Canada,British Columbia,,,CA-BC,,2020-10-15,-19.0,4.0,49.0,-45.0,-29.0,10.0
676068,CA,Canada,British Columbia,,,CA-BC,,2020-10-16,-19.0,2.0,20.0,-42.0,-28.0,9.0
676069,CA,Canada,British Columbia,,,CA-BC,,2020-10-17,-18.0,5.0,33.0,-37.0,-12.0,6.0
676070,CA,Canada,British Columbia,,,CA-BC,,2020-10-18,-20.0,-2.0,19.0,-39.0,-16.0,6.0
