,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
678727,CA,Canada,British Columbia,Fraser-Fort George,2020-03-23,-43.0,-9.0,,-56.0,-43.0,14.0
678728,CA,Canada,British Columbia,Fraser-Fort George,2020-03-24,-41.0,-4.0,,-36.0,-45.0,16.0
678729,CA,Canada,British Columbia,Fraser-Fort George,2020-03-25,-41.0,-6.0,,-48.0,-46.0,16.0
678730,CA,Canada,British Columbia,Fraser-Fort George,2020-03-26,-49.0,-12.0,-34.0,-58.0,-49.0,19.0
678731,CA,Canada,British Columbia,Fraser-Fort George,2020-03-27,-45.0,-1.0,-7.0,-26.0,-48.0,17.0
678732,CA,Canada,British Columbia,Fraser-Fort George,2020-03-28,-53.0,-19.0,-23.0,-34.0,-41.0,13.0
678733,CA,Canada,British Columbia,Fraser-Fort George,2020-03-29,-50.0,-26.0,14.0,,-38.0,
678734,CA,Canada,British Columbia,Fraser-Fort George,2020-03-30,-48.0,-19.0,-32.0,-65.0,-47.0,17.0
678735,CA,Canada,British Columbia,Fraser-Fort George,2020-03-31,-43.0,-14.0,-10.0,-48.0,-48.0,18.0
678736,CA,Canada,British Columbia,Fraser-Fort George,2020-04-01,-41.0,-18.0,6.0,-55.0,-48.0,18.0
678737,CA,Canada,British Columbia,Fraser-Fort George,2020-04-02,-45.0,-14.0,-14.0,-55.0,-49.0,18.0
678738,CA,Canada,British Columbia,Fraser-Fort George,2020-04-03,-43.0,-7.0,,,-47.0,17.0
678739,CA,Canada,British Columbia,Fraser-Fort George,2020-04-04,-49.0,-15.0,28.0,-20.0,-43.0,12.0
678740,CA,Canada,British Columbia,Fraser-Fort George,2020-04-05,-48.0,-24.0,30.0,,-42.0,
678741,CA,Canada,British Columbia,Fraser-Fort George,2020-04-06,-42.0,-12.0,,-51.0,-46.0,16.0
678742,CA,Canada,British Columbia,Fraser-Fort George,2020-04-07,-39.0,-10.0,,-40.0,-45.0,17.0
678743,CA,Canada,British Columbia,Fraser-Fort George,2020-04-08,-36.0,-8.0,0.0,-48.0,-46.0,16.0
678744,CA,Canada,British Columbia,Fraser-Fort George,2020-04-09,-25.0,14.0,6.0,-48.0,-48.0,16.0
678745,CA,Canada,British Columbia,Fraser-Fort George,2020-04-10,-47.0,-3.0,,-15.0,-76.0,23.0
678746,CA,Canada,British Columbia,Fraser-Fort George,2020-04-11,-43.0,-2.0,28.0,-32.0,-43.0,12.0
678747,CA,Canada,British Columbia,Fraser-Fort George,2020-04-12,-56.0,-32.0,26.0,,-43.0,
678748,CA,Canada,British Columbia,Fraser-Fort George,2020-04-13,-46.0,-20.0,,-63.0,-66.0,20.0
678749,CA,Canada,British Columbia,Fraser-Fort George,2020-04-14,-34.0,-8.0,,-43.0,-45.0,17.0
678750,CA,Canada,British Columbia,Fraser-Fort George,2020-04-15,-32.0,-6.0,,-48.0,-45.0,16.0
678751,CA,Canada,British Columbia,Fraser-Fort George,2020-04-16,-33.0,-5.0,,-55.0,-46.0,16.0
678752,CA,Canada,British Columbia,Fraser-Fort George,2020-04-17,-39.0,-3.0,,-27.0,-44.0,16.0
678753,CA,Canada,British Columbia,Fraser-Fort George,2020-04-18,-38.0,-11.0,,-20.0,-34.0,9.0
678754,CA,Canada,British Columbia,Fraser-Fort George,2020-04-19,-37.0,-19.0,,,-33.0,7.0
678755,CA,Canada,British Columbia,Fraser-Fort George,2020-04-20,-30.0,1.0,,-48.0,-43.0,13.0
678756,CA,Canada,British Columbia,Fraser-Fort George,2020-04-21,-31.0,0.0,,-38.0,-44.0,15.0
678757,CA,Canada,British Columbia,Fraser-Fort George,2020-04-22,-25.0,3.0,,-41.0,-43.0,15.0
678758,CA,Canada,British Columbia,Fraser-Fort George,2020-04-23,-27.0,3.0,,-47.0,-45.0,15.0
678759,CA,Canada,British Columbia,Fraser-Fort George,2020-04-24,-30.0,7.0,,,-44.0,13.0
678760,CA,Canada,British Columbia,Fraser-Fort George,2020-04-25,-40.0,-11.0,13.0,-42.0,-42.0,11.0
678761,CA,Canada,British Columbia,Fraser-Fort George,2020-04-26,-36.0,-13.0,37.0,,-36.0,
678762,CA,Canada,British Columbia,Fraser-Fort George,2020-04-27,-30.0,-1.0,,-45.0,-43.0,14.0
678763,CA,Canada,British Columbia,Fraser-Fort George,2020-04-28,-25.0,4.0,,-23.0,-42.0,15.0
678764,CA,Canada,British Columbia,Fraser-Fort George,2020-04-29,-24.0,-1.0,,-34.0,-44.0,14.0
678765,CA,Canada,British Columbia,Fraser-Fort George,2020-04-30,-23.0,3.0,,-46.0,-45.0,14.0
678766,CA,Canada,British Columbia,Fraser-Fort George,2020-05-01,-25.0,4.0,,,-42.0,12.0
678767,CA,Canada,British Columbia,Fraser-Fort George,2020-05-02,-32.0,-9.0,,,-36.0,7.0
678768,CA,Canada,British Columbia,Fraser-Fort George,2020-05-03,-32.0,-17.0,36.0,,-33.0,7.0
678769,CA,Canada,British Columbia,Fraser-Fort George,2020-05-04,-25.0,5.0,,-35.0,-41.0,11.0
678770,CA,Canada,British Columbia,Fraser-Fort George,2020-05-05,-22.0,3.0,,-29.0,-41.0,13.0
678771,CA,Canada,British Columbia,Fraser-Fort George,2020-05-06,-25.0,4.0,,-49.0,-41.0,15.0
678772,CA,Canada,British Columbia,Fraser-Fort George,2020-05-07,-22.0,8.0,,-46.0,-41.0,13.0
678773,CA,Canada,British Columbia,Fraser-Fort George,2020-05-08,-23.0,16.0,,,-39.0,10.0
678774,CA,Canada,British Columbia,Fraser-Fort George,2020-05-09,-26.0,13.0,,,-32.0,5.0
678775,CA,Canada,British Columbia,Fraser-Fort George,2020-05-10,-21.0,11.0,,,-24.0,2.0
678776,CA,Canada,British Columbia,Fraser-Fort George,2020-05-11,-22.0,5.0,,-31.0,-38.0,10.0
678777,CA,Canada,British Columbia,Fraser-Fort George,2020-05-12,-18.0,15.0,,-12.0,-36.0,10.0
678778,CA,Canada,British Columbia,Fraser-Fort George,2020-05-13,-17.0,12.0,,-33.0,-37.0,11.0
678779,CA,Canada,British Columbia,Fraser-Fort George,2020-05-14,-19.0,18.0,,-44.0,-39.0,11.0
678780,CA,Canada,British Columbia,Fraser-Fort George,2020-05-15,-22.0,18.0,,,-41.0,9.0
678781,CA,Canada,British Columbia,Fraser-Fort George,2020-05-16,-29.0,5.0,,,-33.0,4.0
678782,CA,Canada,British Columbia,Fraser-Fort George,2020-05-17,-27.0,-3.0,,,-27.0,3.0
678783,CA,Canada,British Columbia,Fraser-Fort George,2020-05-18,-33.0,4.0,,-50.0,-74.0,14.0
678784,CA,Canada,British Columbia,Fraser-Fort George,2020-05-19,-13.0,21.0,,-17.0,-35.0,10.0
678785,CA,Canada,British Columbia,Fraser-Fort George,2020-05-20,-9.0,21.0,,-38.0,-34.0,11.0
678786,CA,Canada,British Columbia,Fraser-Fort George,2020-05-21,-12.0,20.0,,-45.0,-34.0,10.0
678787,CA,Canada,British Columbia,Fraser-Fort George,2020-05-22,-19.0,22.0,,,-31.0,10.0
678788,CA,Canada,British Columbia,Fraser-Fort George,2020-05-23,-19.0,19.0,,,-23.0,3.0
678789,CA,Canada,British Columbia,Fraser-Fort George,2020-05-24,-19.0,1.0,,,-20.0,3.0
678790,CA,Canada,British Columbia,Fraser-Fort George,2020-05-25,-11.0,21.0,,-44.0,-33.0,9.0
678791,CA,Canada,British Columbia,Fraser-Fort George,2020-05-26,-8.0,24.0,,-21.0,-30.0,9.0
678792,CA,Canada,British Columbia,Fraser-Fort George,2020-05-27,1.0,31.0,,-34.0,-31.0,8.0
678793,CA,Canada,British Columbia,Fraser-Fort George,2020-05-28,-6.0,30.0,,-45.0,-32.0,9.0
678794,CA,Canada,British Columbia,Fraser-Fort George,2020-05-29,-10.0,31.0,,,-29.0,6.0
678795,CA,Canada,British Columbia,Fraser-Fort George,2020-05-30,-19.0,23.0,,,-18.0,4.0
678796,CA,Canada,British Columbia,Fraser-Fort George,2020-05-31,-13.0,20.0,,,-7.0,1.0
678797,CA,Canada,British Columbia,Fraser-Fort George,2020-06-01,-6.0,27.0,,-41.0,-28.0,7.0
678798,CA,Canada,British Columbia,Fraser-Fort George,2020-06-02,-10.0,21.0,,-29.0,-29.0,10.0
678799,CA,Canada,British Columbia,Fraser-Fort George,2020-06-03,-9.0,26.0,,-36.0,-29.0,8.0
678800,CA,Canada,British Columbia,Fraser-Fort George,2020-06-04,-8.0,24.0,,-40.0,-30.0,8.0
678801,CA,Canada,British Columbia,Fraser-Fort George,2020-06-05,-14.0,15.0,,,-29.0,6.0
678802,CA,Canada,British Columbia,Fraser-Fort George,2020-06-06,-17.0,8.0,,-17.0,-19.0,4.0
678803,CA,Canada,British Columbia,Fraser-Fort George,2020-06-07,-17.0,5.0,,,-12.0,1.0
678804,CA,Canada,British Columbia,Fraser-Fort George,2020-06-08,-11.0,16.0,,-40.0,-30.0,7.0
678805,CA,Canada,British Columbia,Fraser-Fort George,2020-06-09,-8.0,14.0,,-22.0,-28.0,7.0
678806,CA,Canada,British Columbia,Fraser-Fort George,2020-06-10,-4.0,15.0,,-34.0,-29.0,7.0
678807,CA,Canada,British Columbia,Fraser-Fort George,2020-06-11,-3.0,22.0,,-45.0,-31.0,7.0
678808,CA,Canada,British Columbia,Fraser-Fort George,2020-06-12,-10.0,23.0,,,-29.0,6.0
678809,CA,Canada,British Columbia,Fraser-Fort George,2020-06-13,-13.0,14.0,,,-14.0,2.0
678810,CA,Canada,British Columbia,Fraser-Fort George,2020-06-14,-15.0,7.0,,,-10.0,1.0
678811,CA,Canada,British Columbia,Fraser-Fort George,2020-06-15,-4.0,20.0,,-42.0,-28.0,6.0
678812,CA,Canada,British Columbia,Fraser-Fort George,2020-06-16,3.0,25.0,,-23.0,-27.0,6.0
678813,CA,Canada,British Columbia,Fraser-Fort George,2020-06-17,0.0,19.0,,-36.0,-28.0,6.0
678814,CA,Canada,British Columbia,Fraser-Fort George,2020-06-18,-1.0,23.0,,-45.0,-30.0,6.0
678815,CA,Canada,British Columbia,Fraser-Fort George,2020-06-19,-3.0,26.0,,,-30.0,3.0
678816,CA,Canada,British Columbia,Fraser-Fort George,2020-06-20,-9.0,19.0,,,-14.0,2.0
678817,CA,Canada,British Columbia,Fraser-Fort George,2020-06-21,0.0,13.0,,,-5.0,-4.0
678818,CA,Canada,British Columbia,Fraser-Fort George,2020-06-22,-6.0,13.0,,-46.0,-33.0,7.0
678819,CA,Canada,British Columbia,Fraser-Fort George,2020-06-23,1.0,20.0,,-22.0,-30.0,6.0
678820,CA,Canada,British Columbia,Fraser-Fort George,2020-06-24,8.0,27.0,,-23.0,-27.0,5.0
678821,CA,Canada,British Columbia,Fraser-Fort George,2020-06-25,4.0,26.0,,-38.0,-28.0,5.0
678822,CA,Canada,British Columbia,Fraser-Fort George,2020-06-26,-4.0,28.0,,,-28.0,4.0
678823,CA,Canada,British Columbia,Fraser-Fort George,2020-06-27,-7.0,21.0,,,-14.0,1.0
678824,CA,Canada,British Columbia,Fraser-Fort George,2020-06-28,-6.0,6.0,,,-8.0,-2.0
678825,CA,Canada,British Columbia,Fraser-Fort George,2020-06-29,-4.0,28.0,,-43.0,-34.0,6.0
678826,CA,Canada,British Columbia,Fraser-Fort George,2020-06-30,9.0,44.0,,-10.0,-34.0,5.0
678827,CA,Canada,British Columbia,Fraser-Fort George,2020-07-01,-17.0,18.0,,-43.0,-66.0,15.0
678828,CA,Canada,British Columbia,Fraser-Fort George,2020-07-02,-3.0,32.0,,-44.0,-39.0,8.0
678829,CA,Canada,British Columbia,Fraser-Fort George,2020-07-03,-2.0,44.0,,,-38.0,5.0
678830,CA,Canada,British Columbia,Fraser-Fort George,2020-07-04,-13.0,26.0,,,-17.0,2.0
678831,CA,Canada,British Columbia,Fraser-Fort George,2020-07-05,-9.0,12.0,,,-10.0,-3.0
678832,CA,Canada,British Columbia,Fraser-Fort George,2020-07-06,-1.0,30.0,,-29.0,-34.0,4.0
678833,CA,Canada,British Columbia,Fraser-Fort George,2020-07-07,3.0,35.0,,-6.0,-32.0,5.0
678834,CA,Canada,British Columbia,Fraser-Fort George,2020-07-08,4.0,32.0,,-26.0,-32.0,4.0
678835,CA,Canada,British Columbia,Fraser-Fort George,2020-07-09,3.0,38.0,,-28.0,-33.0,5.0
678836,CA,Canada,British Columbia,Fraser-Fort George,2020-07-10,-7.0,31.0,,,-32.0,3.0
678837,CA,Canada,British Columbia,Fraser-Fort George,2020-07-11,-9.0,26.0,,,-15.0,1.0
678838,CA,Canada,British Columbia,Fraser-Fort George,2020-07-12,-8.0,18.0,,,-9.0,-1.0
678839,CA,Canada,British Columbia,Fraser-Fort George,2020-07-13,0.0,30.0,,-32.0,-34.0,3.0
678840,CA,Canada,British Columbia,Fraser-Fort George,2020-07-14,-1.0,27.0,,1.0,-33.0,5.0
678841,CA,Canada,British Columbia,Fraser-Fort George,2020-07-15,1.0,26.0,,-36.0,-33.0,6.0
678842,CA,Canada,British Columbia,Fraser-Fort George,2020-07-16,0.0,32.0,,-37.0,-36.0,6.0
678843,CA,Canada,British Columbia,Fraser-Fort George,2020-07-17,-4.0,33.0,,,-32.0,2.0
678844,CA,Canada,British Columbia,Fraser-Fort George,2020-07-18,-10.0,25.0,,-31.0,-17.0,0.0
678845,CA,Canada,British Columbia,Fraser-Fort George,2020-07-19,-7.0,11.0,,,-11.0,-4.0
678846,CA,Canada,British Columbia,Fraser-Fort George,2020-07-20,-1.0,29.0,,-51.0,-35.0,3.0
678847,CA,Canada,British Columbia,Fraser-Fort George,2020-07-21,3.0,36.0,,-38.0,-33.0,5.0
678848,CA,Canada,British Columbia,Fraser-Fort George,2020-07-22,6.0,35.0,,-47.0,-33.0,4.0
678849,CA,Canada,British Columbia,Fraser-Fort George,2020-07-23,-2.0,33.0,,-55.0,-34.0,5.0
678850,CA,Canada,British Columbia,Fraser-Fort George,2020-07-24,-9.0,32.0,,-15.0,-34.0,4.0
678851,CA,Canada,British Columbia,Fraser-Fort George,2020-07-25,-12.0,26.0,,-18.0,-16.0,-2.0
678852,CA,Canada,British Columbia,Fraser-Fort George,2020-07-26,-6.0,16.0,,,-14.0,-4.0
678853,CA,Canada,British Columbia,Fraser-Fort George,2020-07-27,-1.0,32.0,,-53.0,-37.0,2.0
678854,CA,Canada,British Columbia,Fraser-Fort George,2020-07-28,-3.0,27.0,,-31.0,-35.0,4.0
678855,CA,Canada,British Columbia,Fraser-Fort George,2020-07-29,4.0,27.0,,-53.0,-35.0,3.0
678856,CA,Canada,British Columbia,Fraser-Fort George,2020-07-30,2.0,34.0,,-56.0,-37.0,3.0
678857,CA,Canada,British Columbia,Fraser-Fort George,2020-07-31,-6.0,38.0,,-22.0,-37.0,0.0
678858,CA,Canada,British Columbia,Fraser-Fort George,2020-08-01,-13.0,21.0,,-28.0,-22.0,-3.0
678859,CA,Canada,British Columbia,Fraser-Fort George,2020-08-02,-12.0,6.0,,,-16.0,-3.0
678860,CA,Canada,British Columbia,Fraser-Fort George,2020-08-03,-11.0,20.0,,-62.0,-71.0,8.0
678861,CA,Canada,British Columbia,Fraser-Fort George,2020-08-04,6.0,35.0,,-26.0,-37.0,3.0
678862,CA,Canada,British Columbia,Fraser-Fort George,2020-08-05,5.0,30.0,,-54.0,-34.0,3.0
678863,CA,Canada,British Columbia,Fraser-Fort George,2020-08-06,3.0,26.0,,-54.0,-37.0,5.0
678864,CA,Canada,British Columbia,Fraser-Fort George,2020-08-07,-3.0,28.0,,-14.0,-34.0,3.0
678865,CA,Canada,British Columbia,Fraser-Fort George,2020-08-08,-7.0,24.0,,,-15.0,0.0
678866,CA,Canada,British Columbia,Fraser-Fort George,2020-08-09,-7.0,9.0,,,-15.0,-1.0
678867,CA,Canada,British Columbia,Fraser-Fort George,2020-08-10,2.0,25.0,,-47.0,-35.0,3.0
678868,CA,Canada,British Columbia,Fraser-Fort George,2020-08-11,0.0,23.0,,-33.0,-34.0,5.0
678869,CA,Canada,British Columbia,Fraser-Fort George,2020-08-12,-3.0,17.0,,-53.0,-34.0,6.0
678870,CA,Canada,British Columbia,Fraser-Fort George,2020-08-13,-1.0,24.0,,-50.0,-36.0,5.0
678871,CA,Canada,British Columbia,Fraser-Fort George,2020-08-14,-9.0,27.0,,-15.0,-33.0,4.0
678872,CA,Canada,British Columbia,Fraser-Fort George,2020-08-15,-9.0,28.0,,,-15.0,-1.0
678873,CA,Canada,British Columbia,Fraser-Fort George,2020-08-16,-9.0,12.0,,,-10.0,-5.0
678874,CA,Canada,British Columbia,Fraser-Fort George,2020-08-17,,,,,-36.0,2.0
678875,CA,Canada,British Columbia,Fraser-Fort George,2020-08-18,,,,,-33.0,5.0
678876,CA,Canada,British Columbia,Fraser-Fort George,2020-08-19,,,,,-33.0,4.0
678877,CA,Canada,British Columbia,Fraser-Fort George,2020-08-20,,,,,-34.0,4.0
678878,CA,Canada,British Columbia,Fraser-Fort George,2020-08-21,-11.0,,,,-32.0,4.0
678879,CA,Canada,British Columbia,Fraser-Fort George,2020-08-22,-12.0,,,,,0.0
678880,CA,Canada,British Columbia,Fraser-Fort George,2020-08-23,,,,,,-3.0
678881,CA,Canada,British Columbia,Fraser-Fort George,2020-08-24,,,,,-34.0,4.0
678882,CA,Canada,British Columbia,Fraser-Fort George,2020-08-25,,,,,-32.0,5.0
678883,CA,Canada,British Columbia,Fraser-Fort George,2020-08-26,,,,,-31.0,4.0
678884,CA,Canada,British Columbia,Fraser-Fort George,2020-08-27,,,,,-32.0,3.0
678885,CA,Canada,British Columbia,Fraser-Fort George,2020-08-28,-9.0,,,,-31.0,2.0
678886,CA,Canada,British Columbia,Fraser-Fort George,2020-08-29,-12.0,,,,,-1.0
678887,CA,Canada,British Columbia,Fraser-Fort George,2020-08-30,,,,,,-2.0
678888,CA,Canada,British Columbia,Fraser-Fort George,2020-08-31,,,,,-34.0,4.0
678889,CA,Canada,British Columbia,Fraser-Fort George,2020-09-01,,,,,-32.0,5.0
678890,CA,Canada,British Columbia,Fraser-Fort George,2020-09-02,,,,,-32.0,4.0
678891,CA,Canada,British Columbia,Fraser-Fort George,2020-09-03,,,,,-34.0,5.0
678892,CA,Canada,British Columbia,Fraser-Fort George,2020-09-04,-6.0,,,,-33.0,0.0
678893,CA,Canada,British Columbia,Fraser-Fort George,2020-09-05,-14.0,,,,,-1.0
678894,CA,Canada,British Columbia,Fraser-Fort George,2020-09-06,,,,,,-1.0
678895,CA,Canada,British Columbia,Fraser-Fort George,2020-09-07,,,,,-72.0,8.0
678896,CA,Canada,British Columbia,Fraser-Fort George,2020-09-08,,,,,-34.0,4.0
678897,CA,Canada,British Columbia,Fraser-Fort George,2020-09-09,,,,,-32.0,3.0
678898,CA,Canada,British Columbia,Fraser-Fort George,2020-09-10,,,,,-33.0,3.0
678899,CA,Canada,British Columbia,Fraser-Fort George,2020-09-11,-10.0,20.0,,,-30.0,1.0
678900,CA,Canada,British Columbia,Fraser-Fort George,2020-09-12,-14.0,17.0,,,-14.0,-1.0
678901,CA,Canada,British Columbia,Fraser-Fort George,2020-09-13,-12.0,10.0,,,-9.0,-2.0
678902,CA,Canada,British Columbia,Fraser-Fort George,2020-09-14,-5.0,18.0,,-47.0,-29.0,2.0
678903,CA,Canada,British Columbia,Fraser-Fort George,2020-09-15,-2.0,24.0,,-24.0,-27.0,3.0
678904,CA,Canada,British Columbia,Fraser-Fort George,2020-09-16,-6.0,15.0,,-44.0,-29.0,3.0
678905,CA,Canada,British Columbia,Fraser-Fort George,2020-09-17,-9.0,13.0,,-50.0,-30.0,3.0
678906,CA,Canada,British Columbia,Fraser-Fort George,2020-09-18,-11.0,20.0,,,-26.0,1.0
678907,CA,Canada,British Columbia,Fraser-Fort George,2020-09-19,-15.0,16.0,,-26.0,-13.0,2.0
678908,CA,Canada,British Columbia,Fraser-Fort George,2020-09-20,-11.0,9.0,,,-11.0,0.0
678909,CA,Canada,British Columbia,Fraser-Fort George,2020-09-21,-11.0,12.0,,-52.0,-30.0,3.0
678910,CA,Canada,British Columbia,Fraser-Fort George,2020-09-22,-9.0,16.0,,-34.0,-28.0,4.0
678911,CA,Canada,British Columbia,Fraser-Fort George,2020-09-23,-8.0,17.0,,-50.0,-25.0,4.0
678912,CA,Canada,British Columbia,Fraser-Fort George,2020-09-24,-9.0,17.0,,-59.0,-29.0,5.0
678913,CA,Canada,British Columbia,Fraser-Fort George,2020-09-25,-12.0,23.0,,-20.0,-27.0,4.0
678914,CA,Canada,British Columbia,Fraser-Fort George,2020-09-26,-14.0,19.0,,-20.0,-7.0,0.0
678915,CA,Canada,British Columbia,Fraser-Fort George,2020-09-27,-15.0,8.0,,,-6.0,1.0
678916,CA,Canada,British Columbia,Fraser-Fort George,2020-09-28,-11.0,20.0,,-63.0,-26.0,5.0
678917,CA,Canada,British Columbia,Fraser-Fort George,2020-09-29,-6.0,25.0,,-32.0,-25.0,4.0
678918,CA,Canada,British Columbia,Fraser-Fort George,2020-09-30,-8.0,14.0,,-53.0,-25.0,4.0
678919,CA,Canada,British Columbia,Fraser-Fort George,2020-10-01,-9.0,20.0,,-54.0,-25.0,3.0
678920,CA,Canada,British Columbia,Fraser-Fort George,2020-10-02,-11.0,20.0,,,-22.0,1.0
678921,CA,Canada,British Columbia,Fraser-Fort George,2020-10-03,-12.0,16.0,,,-9.0,0.0
678922,CA,Canada,British Columbia,Fraser-Fort George,2020-10-04,-12.0,12.0,,,-9.0,0.0
678923,CA,Canada,British Columbia,Fraser-Fort George,2020-10-05,-11.0,19.0,,-56.0,-26.0,4.0
678924,CA,Canada,British Columbia,Fraser-Fort George,2020-10-06,-8.0,22.0,,-20.0,-25.0,4.0
678925,CA,Canada,British Columbia,Fraser-Fort George,2020-10-07,-10.0,13.0,,-49.0,-23.0,4.0
678926,CA,Canada,British Columbia,Fraser-Fort George,2020-10-08,-10.0,21.0,,-49.0,-26.0,5.0
678927,CA,Canada,British Columbia,Fraser-Fort George,2020-10-09,-11.0,28.0,,-16.0,-25.0,3.0
678928,CA,Canada,British Columbia,Fraser-Fort George,2020-10-10,-19.0,24.0,44.0,-39.0,-16.0,3.0
678929,CA,Canada,British Columbia,Fraser-Fort George,2020-10-11,-24.0,5.0,,,-11.0,0.0
678930,CA,Canada,British Columbia,Fraser-Fort George,2020-10-12,-35.0,4.0,,-62.0,-71.0,13.0
678931,CA,Canada,British Columbia,Fraser-Fort George,2020-10-13,-11.0,17.0,,-31.0,-26.0,5.0
678932,CA,Canada,British Columbia,Fraser-Fort George,2020-10-14,-11.0,10.0,,-48.0,-22.0,5.0
678933,CA,Canada,British Columbia,Fraser-Fort George,2020-10-15,-9.0,16.0,,-50.0,-24.0,6.0
678934,CA,Canada,British Columbia,Fraser-Fort George,2020-10-16,-13.0,18.0,,-16.0,-22.0,4.0
678935,CA,Canada,British Columbia,Fraser-Fort George,2020-10-17,-12.0,17.0,,-28.0,-7.0,3.0
678936,CA,Canada,British Columbia,Fraser-Fort George,2020-10-18,-16.0,6.0,,,-6.0,3.0
678937,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-15,12.0,8.0,,,1.0,
678938,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-16,10.0,10.0,,,-3.0,
678939,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-17,-7.0,2.0,,,-51.0,
678940,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-18,2.0,-2.0,,,1.0,0.0
678941,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-19,3.0,8.0,,,3.0,1.0
678942,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-20,15.0,18.0,,,7.0,-1.0
678943,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-21,7.0,7.0,,,6.0,-3.0
678944,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-22,9.0,8.0,,,-1.0,
678945,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-23,,10.0,,,-3.0,
678946,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-24,7.0,13.0,,,4.0,0.0
678947,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-25,-1.0,-9.0,,,-2.0,1.0
678948,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-26,2.0,4.0,,,0.0,0.0
678949,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-27,6.0,5.0,,,3.0,0.0
678950,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-28,10.0,6.0,,,11.0,-2.0
678951,CA,Canada,British Columbia,Kitimat-Stikine,2020-02-29,12.0,10.0,,,1.0,
678952,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-01,-2.0,-5.0,,,-7.0,
678953,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-02,2.0,2.0,,,2.0,1.0
678954,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-03,1.0,0.0,,,3.0,0.0
678955,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-04,1.0,-1.0,,,2.0,1.0
678956,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-05,2.0,2.0,,,5.0,0.0
678957,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-06,8.0,5.0,,,13.0,-1.0
678958,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-07,18.0,8.0,,,4.0,
678959,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-08,12.0,7.0,,,-3.0,
678960,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-09,7.0,4.0,,,0.0,1.0
678961,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-10,3.0,-10.0,,,2.0,0.0
678962,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-11,1.0,5.0,,,2.0,1.0
678963,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-12,10.0,12.0,,,6.0,-1.0
678964,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-13,12.0,20.0,,,8.0,0.0
678965,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-14,10.0,17.0,,,-1.0,
678966,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-15,7.0,9.0,,,-12.0,
678967,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-16,10.0,30.0,,,-14.0,
678968,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-17,-8.0,8.0,,,-18.0,
678969,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-18,-22.0,11.0,,,-26.0,
678970,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-19,-19.0,6.0,,,-27.0,
678971,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-20,-18.0,8.0,,,-25.0,
678972,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-21,-34.0,-4.0,,,-30.0,
678973,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-22,-42.0,-14.0,,,-35.0,
678974,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-23,-42.0,-8.0,,,-40.0,
678975,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-24,-43.0,-23.0,,,-43.0,
678976,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-25,-44.0,-15.0,,,-42.0,
678977,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-26,-52.0,-23.0,,,-43.0,
678978,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-27,-45.0,-15.0,,,-40.0,
678979,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-28,-48.0,-22.0,,,-42.0,
678980,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-29,-43.0,-23.0,,,-38.0,
678981,CA,Canada,British Columbia,Kitimat-Stikine,2020-03-30,-45.0,-20.0,,,-43.0,
