,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
677425,CA,Canada,British Columbia,Central Okanagan,2020-08-25,8.0,,,,-27.0,4.0
677426,CA,Canada,British Columbia,Central Okanagan,2020-08-26,8.0,,,,-26.0,4.0
677427,CA,Canada,British Columbia,Central Okanagan,2020-08-27,5.0,,,,-25.0,4.0
677428,CA,Canada,British Columbia,Central Okanagan,2020-08-28,1.0,26.0,,,-25.0,3.0
677429,CA,Canada,British Columbia,Central Okanagan,2020-08-29,-2.0,30.0,,,-7.0,0.0
677430,CA,Canada,British Columbia,Central Okanagan,2020-08-30,5.0,21.0,,,-5.0,-2.0
677431,CA,Canada,British Columbia,Central Okanagan,2020-08-31,10.0,,,,-28.0,5.0
677432,CA,Canada,British Columbia,Central Okanagan,2020-09-01,9.0,,,,-28.0,4.0
677433,CA,Canada,British Columbia,Central Okanagan,2020-09-02,5.0,,,,-25.0,5.0
677434,CA,Canada,British Columbia,Central Okanagan,2020-09-03,4.0,,,,-27.0,4.0
677435,CA,Canada,British Columbia,Central Okanagan,2020-09-04,1.0,28.0,,,-29.0,3.0
677436,CA,Canada,British Columbia,Central Okanagan,2020-09-05,-1.0,30.0,,,-11.0,-1.0
677437,CA,Canada,British Columbia,Central Okanagan,2020-09-06,12.0,22.0,,,-11.0,-2.0
677438,CA,Canada,British Columbia,Central Okanagan,2020-09-07,6.0,,,,-70.0,10.0
677439,CA,Canada,British Columbia,Central Okanagan,2020-09-08,8.0,,,,-28.0,5.0
677440,CA,Canada,British Columbia,Central Okanagan,2020-09-09,2.0,,,,-24.0,5.0
677441,CA,Canada,British Columbia,Central Okanagan,2020-09-10,0.0,,,,-23.0,5.0
677442,CA,Canada,British Columbia,Central Okanagan,2020-09-11,-3.0,19.0,139.0,-38.0,-24.0,4.0
677443,CA,Canada,British Columbia,Central Okanagan,2020-09-12,-7.0,26.0,127.0,-41.0,-7.0,0.0
677444,CA,Canada,British Columbia,Central Okanagan,2020-09-13,-4.0,18.0,37.0,-47.0,-10.0,1.0
677445,CA,Canada,British Columbia,Central Okanagan,2020-09-14,1.0,17.0,41.0,-36.0,-25.0,6.0
677446,CA,Canada,British Columbia,Central Okanagan,2020-09-15,1.0,29.0,61.0,-34.0,-23.0,6.0
677447,CA,Canada,British Columbia,Central Okanagan,2020-09-16,-2.0,14.0,66.0,-36.0,-21.0,6.0
677448,CA,Canada,British Columbia,Central Okanagan,2020-09-17,-5.0,13.0,66.0,-37.0,-21.0,5.0
677449,CA,Canada,British Columbia,Central Okanagan,2020-09-18,-5.0,16.0,76.0,-40.0,-21.0,5.0
677450,CA,Canada,British Columbia,Central Okanagan,2020-09-19,-7.0,23.0,74.0,-42.0,-5.0,1.0
677451,CA,Canada,British Columbia,Central Okanagan,2020-09-20,0.0,16.0,128.0,-40.0,-4.0,0.0
677452,CA,Canada,British Columbia,Central Okanagan,2020-09-21,1.0,13.0,84.0,-36.0,-25.0,5.0
677453,CA,Canada,British Columbia,Central Okanagan,2020-09-22,1.0,24.0,94.0,-37.0,-21.0,5.0
677454,CA,Canada,British Columbia,Central Okanagan,2020-09-23,-2.0,18.0,26.0,-42.0,-19.0,7.0
677455,CA,Canada,British Columbia,Central Okanagan,2020-09-24,-4.0,15.0,32.0,-40.0,-19.0,6.0
677456,CA,Canada,British Columbia,Central Okanagan,2020-09-25,-4.0,18.0,25.0,-42.0,-20.0,6.0
677457,CA,Canada,British Columbia,Central Okanagan,2020-09-26,-7.0,25.0,58.0,-47.0,-4.0,2.0
677458,CA,Canada,British Columbia,Central Okanagan,2020-09-27,-2.0,15.0,96.0,-43.0,-7.0,0.0
677459,CA,Canada,British Columbia,Central Okanagan,2020-09-28,2.0,14.0,72.0,-38.0,-20.0,5.0
677460,CA,Canada,British Columbia,Central Okanagan,2020-09-29,0.0,22.0,92.0,-35.0,-20.0,5.0
677461,CA,Canada,British Columbia,Central Okanagan,2020-09-30,0.0,20.0,74.0,-37.0,-19.0,5.0
677462,CA,Canada,British Columbia,Central Okanagan,2020-10-01,-3.0,18.0,47.0,-40.0,-17.0,6.0
677463,CA,Canada,British Columbia,Central Okanagan,2020-10-02,-5.0,15.0,76.0,-40.0,-17.0,5.0
677464,CA,Canada,British Columbia,Central Okanagan,2020-10-03,-8.0,22.0,80.0,-40.0,-7.0,1.0
677465,CA,Canada,British Columbia,Central Okanagan,2020-10-04,-4.0,14.0,62.0,-46.0,-9.0,1.0
677466,CA,Canada,British Columbia,Central Okanagan,2020-10-05,0.0,16.0,63.0,-36.0,-21.0,5.0
677467,CA,Canada,British Columbia,Central Okanagan,2020-10-06,-1.0,24.0,70.0,-34.0,-20.0,5.0
677468,CA,Canada,British Columbia,Central Okanagan,2020-10-07,-3.0,19.0,69.0,-40.0,-17.0,5.0
677469,CA,Canada,British Columbia,Central Okanagan,2020-10-08,-6.0,19.0,26.0,-40.0,-18.0,6.0
677470,CA,Canada,British Columbia,Central Okanagan,2020-10-09,-6.0,24.0,23.0,-43.0,-24.0,6.0
677471,CA,Canada,British Columbia,Central Okanagan,2020-10-10,-11.0,33.0,26.0,-41.0,-11.0,3.0
677472,CA,Canada,British Columbia,Central Okanagan,2020-10-11,-15.0,10.0,49.0,-50.0,-13.0,1.0
677473,CA,Canada,British Columbia,Central Okanagan,2020-10-12,-19.0,6.0,68.0,-55.0,-71.0,13.0
677474,CA,Canada,British Columbia,Central Okanagan,2020-10-13,-7.0,18.0,16.0,-37.0,-25.0,7.0
677475,CA,Canada,British Columbia,Central Okanagan,2020-10-14,-6.0,13.0,37.0,-35.0,-17.0,7.0
677476,CA,Canada,British Columbia,Central Okanagan,2020-10-15,-5.0,13.0,39.0,-38.0,-17.0,7.0
677477,CA,Canada,British Columbia,Central Okanagan,2020-10-16,-6.0,15.0,25.0,-40.0,-16.0,7.0
677478,CA,Canada,British Columbia,Central Okanagan,2020-10-17,-8.0,24.0,26.0,-40.0,-6.0,3.0
677479,CA,Canada,British Columbia,Central Okanagan,2020-10-18,-8.0,9.0,-11.0,-50.0,-11.0,5.0
677480,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-15,18.0,12.0,13.0,,5.0,
677481,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-16,25.0,20.0,44.0,,2.0,
677482,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-17,12.0,5.0,25.0,,-48.0,
677483,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-18,18.0,10.0,27.0,,7.0,-1.0
677484,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-19,12.0,10.0,33.0,,8.0,0.0
677485,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-20,11.0,8.0,23.0,,5.0,-1.0
677486,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-21,3.0,2.0,12.0,,-1.0,0.0
677487,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-22,4.0,9.0,17.0,,7.0,
677488,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-23,3.0,0.0,1.0,,1.0,
677489,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-24,3.0,2.0,1.0,,13.0,-1.0
677490,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-25,5.0,0.0,6.0,,7.0,-1.0
677491,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-26,4.0,5.0,-2.0,,6.0,0.0
677492,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-27,9.0,2.0,17.0,,8.0,0.0
677493,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-28,6.0,3.0,14.0,,9.0,-1.0
677494,CA,Canada,British Columbia,Columbia-Shuswap,2020-02-29,7.0,4.0,-1.0,,8.0,
677495,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-01,15.0,6.0,2.0,,0.0,
677496,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-02,7.0,2.0,9.0,,13.0,0.0
677497,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-03,12.0,6.0,9.0,,8.0,-2.0
677498,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-04,8.0,2.0,18.0,,8.0,-1.0
677499,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-05,10.0,0.0,10.0,,6.0,0.0
677500,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-06,3.0,-1.0,5.0,,6.0,0.0
677501,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-07,1.0,-6.0,-1.0,,9.0,
677502,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-08,5.0,14.0,16.0,,6.0,
677503,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-09,6.0,-6.0,9.0,,14.0,-2.0
677504,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-10,-3.0,-10.0,1.0,,4.0,1.0
677505,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-11,2.0,2.0,19.0,,6.0,0.0
677506,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-12,0.0,3.0,2.0,,6.0,0.0
677507,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-13,-2.0,14.0,-2.0,,3.0,1.0
677508,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-14,-5.0,6.0,-13.0,,2.0,
677509,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-15,-3.0,7.0,-2.0,,-3.0,
677510,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-16,0.0,19.0,16.0,,-8.0,3.0
677511,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-17,-14.0,15.0,11.0,,-19.0,5.0
677512,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-18,-27.0,8.0,10.0,,-26.0,8.0
677513,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-19,-36.0,-1.0,-1.0,,-31.0,10.0
677514,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-20,-44.0,-8.0,4.0,,-35.0,11.0
677515,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-21,-53.0,-19.0,-3.0,,-33.0,
677516,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-22,-56.0,-28.0,-24.0,,-43.0,
677517,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-23,-54.0,-26.0,-16.0,,-37.0,13.0
677518,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-24,-55.0,-24.0,-15.0,,-44.0,14.0
677519,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-25,-54.0,-24.0,-4.0,,-44.0,15.0
677520,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-26,-58.0,-31.0,-25.0,,-46.0,16.0
677521,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-27,-59.0,-24.0,-21.0,,-48.0,
677522,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-28,-63.0,-30.0,-42.0,,-43.0,
677523,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-29,-59.0,-36.0,-33.0,,-48.0,
677524,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-30,-55.0,-31.0,-38.0,,-42.0,
677525,CA,Canada,British Columbia,Columbia-Shuswap,2020-03-31,-51.0,-18.0,-19.0,,-45.0,14.0
677526,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-01,-56.0,-26.0,-33.0,,-43.0,16.0
677527,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-02,-54.0,-29.0,-21.0,,-45.0,16.0
677528,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-03,-58.0,-27.0,-37.0,,-47.0,
677529,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-04,-60.0,-28.0,-34.0,,-44.0,
677530,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-05,-61.0,-27.0,-37.0,,-44.0,
677531,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-06,-49.0,-25.0,-20.0,,-37.0,12.0
677532,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-07,-46.0,-19.0,-15.0,,-41.0,13.0
677533,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-08,-44.0,-16.0,-12.0,,-42.0,13.0
677534,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-09,-34.0,-5.0,9.0,,-43.0,13.0
677535,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-10,-55.0,-25.0,-3.0,,-69.0,
677536,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-11,-53.0,-19.0,-35.0,,-49.0,
677537,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-12,-63.0,-41.0,-30.0,,-47.0,
677538,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-13,-53.0,-31.0,-18.0,,-51.0,
677539,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-14,-43.0,-17.0,-26.0,,-42.0,13.0
677540,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-15,-46.0,-22.0,-11.0,,-40.0,14.0
677541,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-16,-46.0,-23.0,-3.0,,-41.0,13.0
677542,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-17,-50.0,-25.0,-32.0,,-42.0,15.0
677543,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-18,-50.0,-28.0,-15.0,,-37.0,
677544,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-19,-49.0,-32.0,-9.0,,-45.0,
677545,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-20,-40.0,-21.0,15.0,,-34.0,11.0
677546,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-21,-39.0,-22.0,-1.0,,-37.0,11.0
677547,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-22,-39.0,-19.0,-5.0,,-37.0,13.0
677548,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-23,-41.0,-22.0,-12.0,,-41.0,13.0
677549,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-24,-44.0,-23.0,11.0,,-40.0,12.0
677550,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-25,-48.0,-23.0,-30.0,,-44.0,
677551,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-26,-45.0,-27.0,-7.0,,-46.0,
677552,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-27,-37.0,-19.0,-16.0,,-35.0,10.0
677553,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-28,-36.0,-15.0,0.0,,-37.0,11.0
677554,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-29,-38.0,-12.0,-17.0,,-38.0,12.0
677555,CA,Canada,British Columbia,Columbia-Shuswap,2020-04-30,-34.0,-9.0,8.0,,-38.0,10.0
677556,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-01,-38.0,-6.0,29.0,,-37.0,11.0
677557,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-02,-39.0,-7.0,23.0,,-42.0,
677558,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-03,-43.0,-11.0,-9.0,,-45.0,
677559,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-04,-30.0,-6.0,15.0,,-30.0,8.0
677560,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-05,-29.0,1.0,35.0,,-33.0,9.0
677561,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-06,-39.0,-8.0,-18.0,,-33.0,13.0
677562,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-07,-32.0,-2.0,18.0,,-33.0,10.0
677563,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-08,-31.0,3.0,54.0,,-36.0,9.0
677564,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-09,-29.0,14.0,47.0,,-35.0,
677565,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-10,-29.0,9.0,27.0,,-35.0,
677566,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-11,-28.0,-2.0,31.0,,-25.0,7.0
677567,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-12,-25.0,6.0,46.0,,-30.0,8.0
677568,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-13,-27.0,6.0,42.0,,-28.0,9.0
677569,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-14,-24.0,9.0,46.0,,-30.0,9.0
677570,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-15,-25.0,13.0,81.0,,-34.0,9.0
677571,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-16,-29.0,12.0,89.0,,-33.0,
677572,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-17,-31.0,9.0,45.0,,-44.0,
677573,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-18,-27.0,-4.0,86.0,,-64.0,
677574,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-19,-15.0,8.0,66.0,,-29.0,6.0
677575,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-20,-22.0,11.0,47.0,,-27.0,8.0
677576,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-21,-21.0,7.0,10.0,,-29.0,9.0
677577,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-22,-29.0,1.0,16.0,,-25.0,10.0
677578,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-23,-28.0,4.0,37.0,,-22.0,
677579,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-24,-22.0,11.0,49.0,,-30.0,
677580,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-25,-21.0,2.0,16.0,,-23.0,7.0
677581,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-26,-18.0,5.0,51.0,,-24.0,7.0
677582,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-27,-16.0,11.0,80.0,,-18.0,4.0
677583,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-28,-16.0,13.0,65.0,,-21.0,5.0
677584,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-29,-21.0,10.0,99.0,,-24.0,5.0
677585,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-30,-23.0,12.0,77.0,,-20.0,
677586,CA,Canada,British Columbia,Columbia-Shuswap,2020-05-31,-19.0,11.0,-8.0,,-25.0,
677587,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-01,-9.0,10.0,79.0,,-11.0,4.0
677588,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-02,-10.0,15.0,61.0,,-17.0,5.0
677589,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-03,-12.0,10.0,77.0,,-15.0,5.0
677590,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-04,-10.0,13.0,79.0,,-16.0,6.0
677591,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-05,-15.0,14.0,110.0,,-20.0,5.0
677592,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-06,-11.0,16.0,87.0,,-17.0,
677593,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-07,-12.0,13.0,65.0,,-20.0,
677594,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-08,-7.0,11.0,63.0,,-12.0,4.0
677595,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-09,-8.0,5.0,65.0,,-15.0,5.0
677596,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-10,-10.0,14.0,81.0,,-13.0,5.0
677597,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-11,-6.0,10.0,71.0,,-16.0,6.0
677598,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-12,-12.0,10.0,95.0,,-19.0,6.0
677599,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-13,-15.0,14.0,47.0,,-15.0,
677600,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-14,-11.0,12.0,34.0,,-16.0,
677601,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-15,2.0,15.0,90.0,,-7.0,4.0
677602,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-16,4.0,16.0,112.0,,-15.0,4.0
677603,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-17,-1.0,16.0,107.0,,-14.0,5.0
677604,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-18,5.0,21.0,142.0,,-15.0,3.0
677605,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-19,-1.0,27.0,195.0,,-16.0,2.0
677606,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-20,-2.0,22.0,130.0,,-13.0,
677607,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-21,8.0,28.0,174.0,,-14.0,
677608,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-22,5.0,17.0,147.0,,-12.0,3.0
677609,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-23,8.0,18.0,140.0,,-17.0,4.0
677610,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-24,4.0,24.0,110.0,,-14.0,4.0
677611,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-25,10.0,19.0,181.0,,-15.0,2.0
677612,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-26,8.0,26.0,193.0,,-18.0,4.0
677613,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-27,11.0,34.0,165.0,,-14.0,
677614,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-28,23.0,33.0,202.0,,-13.0,
677615,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-29,23.0,37.0,,,-18.0,1.0
677616,CA,Canada,British Columbia,Columbia-Shuswap,2020-06-30,36.0,47.0,,,-21.0,3.0
677617,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-01,21.0,40.0,194.0,,-46.0,11.0
677618,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-02,32.0,53.0,,,-23.0,5.0
677619,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-03,21.0,50.0,,,-26.0,6.0
677620,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-04,28.0,52.0,273.0,,-9.0,
677621,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-05,47.0,,290.0,,-7.0,
677622,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-06,34.0,44.0,,,-14.0,2.0
677623,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-07,28.0,43.0,156.0,,-21.0,3.0
677624,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-08,18.0,33.0,,,-16.0,3.0
677625,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-09,20.0,41.0,158.0,,-18.0,4.0
677626,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-10,19.0,42.0,,,-18.0,2.0
677627,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-11,23.0,45.0,271.0,,-5.0,
677628,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-12,30.0,,154.0,,-13.0,
677629,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-13,28.0,38.0,,,-10.0,1.0
677630,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-14,26.0,41.0,,,-18.0,1.0
677631,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-15,23.0,43.0,,,-16.0,3.0
677632,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-16,25.0,44.0,196.0,,-15.0,3.0
677633,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-17,28.0,49.0,,,-17.0,3.0
677634,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-18,29.0,50.0,,,-6.0,
677635,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-19,48.0,,298.0,,-6.0,
677636,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-20,42.0,49.0,,,-12.0,0.0
677637,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-21,34.0,48.0,,,-16.0,1.0
677638,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-22,30.0,48.0,,,-15.0,1.0
677639,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-23,37.0,46.0,,,-15.0,2.0
677640,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-24,29.0,53.0,,,-20.0,5.0
677641,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-25,38.0,61.0,,,-6.0,
677642,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-26,50.0,,,,-6.0,
677643,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-27,47.0,60.0,,,-14.0,0.0
677644,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-28,38.0,54.0,,,-19.0,1.0
677645,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-29,36.0,58.0,,,-18.0,2.0
677646,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-30,48.0,74.0,,,-17.0,1.0
677647,CA,Canada,British Columbia,Columbia-Shuswap,2020-07-31,54.0,90.0,,,-21.0,1.0
677648,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-01,59.0,104.0,,,-10.0,
677649,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-02,78.0,,,,-11.0,
677650,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-03,74.0,83.0,,,-52.0,
677651,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-04,67.0,85.0,,,-20.0,0.0
677652,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-05,48.0,67.0,,,-17.0,2.0
677653,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-06,50.0,64.0,,,-19.0,4.0
677654,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-07,40.0,64.0,,,-18.0,3.0
677655,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-08,50.0,80.0,,,-7.0,
677656,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-09,60.0,,,,-10.0,
677657,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-10,53.0,63.0,,,-14.0,1.0
677658,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-11,46.0,59.0,,,-19.0,1.0
677659,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-12,37.0,56.0,,,-15.0,3.0
677660,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-13,44.0,61.0,,,-16.0,2.0
677661,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-14,38.0,65.0,,,-16.0,2.0
677662,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-15,46.0,77.0,,,-3.0,
677663,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-16,65.0,,,,-8.0,
677664,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-17,,,,,,1.0
677665,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-18,,,,,,0.0
677666,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-19,,,,,,1.0
677667,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-20,,,,,,2.0
677668,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-21,,,,,,4.0
677669,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-24,,,,,,3.0
677670,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-25,,,,,,1.0
677671,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-26,,,,,,1.0
677672,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-27,,,,,,1.0
677673,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-28,,,,,,1.0
677674,CA,Canada,British Columbia,Columbia-Shuswap,2020-08-31,,,,,,1.0
677675,CA,Canada,British Columbia,Columbia-Shuswap,2020-09-01,,,,,,1.0
677676,CA,Canada,British Columbia,Columbia-Shuswap,2020-09-02,,,,,,1.0
677677,CA,Canada,British Columbia,Columbia-Shuswap,2020-09-03,,,,,,0.0
677678,CA,Canada,British Columbia,Columbia-Shuswap,2020-09-04,,,,,,1.0
677679,CA,Canada,British Columbia,Columbia-Shuswap,2020-09-08,,,,,,0.0
