PROVINCE,date,TRANSIT,WORKPLACE,RESIDENTIAL
Nova Scotia,2020-03-17,-33.0,-37.0,12.0
Nova Scotia,2020-03-18,-36.0,-42.0,14.0
Nova Scotia,2020-03-19,-42.0,-44.0,14.0
Nova Scotia,2020-03-20,-49.0,-47.0,19.0
Nova Scotia,2020-03-21,-38.0,-34.0,11.0
Nova Scotia,2020-03-22,-38.0,-25.0,4.0
Nova Scotia,2020-03-23,-58.0,-55.0,19.0
Nova Scotia,2020-03-24,-66.0,-61.0,24.0
Nova Scotia,2020-03-25,-57.0,-58.0,20.0
Nova Scotia,2020-03-26,-69.0,-59.0,22.0
Nova Scotia,2020-03-27,-65.0,-57.0,24.0
Nova Scotia,2020-03-28,-52.0,-42.0,14.0
Nova Scotia,2020-03-29,-45.0,-32.0,5.0
Nova Scotia,2020-03-30,-64.0,-59.0,21.0
Nova Scotia,2020-03-31,-66.0,-60.0,22.0
Nova Scotia,2020-04-01,-66.0,-60.0,22.0
Nova Scotia,2020-04-02,-74.0,-60.0,22.0
Nova Scotia,2020-04-03,-69.0,-58.0,24.0
Nova Scotia,2020-04-04,-61.0,-44.0,16.0
Nova Scotia,2020-04-05,-51.0,-33.0,5.0
Nova Scotia,2020-04-06,-66.0,-59.0,21.0
Nova Scotia,2020-04-07,-67.0,-60.0,21.0
Nova Scotia,2020-04-08,-66.0,-60.0,21.0
Nova Scotia,2020-04-09,-65.0,-60.0,19.0
Nova Scotia,2020-04-10,-83.0,-83.0,33.0
Nova Scotia,2020-04-11,-62.0,-46.0,16.0
Nova Scotia,2020-04-12,-60.0,-44.0,7.0
Nova Scotia,2020-04-13,-75.0,-68.0,24.0
Nova Scotia,2020-04-14,-66.0,-60.0,21.0
Nova Scotia,2020-04-15,-68.0,-61.0,22.0
Nova Scotia,2020-04-16,-67.0,-59.0,21.0
Nova Scotia,2020-04-17,-68.0,-58.0,24.0
Nova Scotia,2020-04-18,-64.0,-41.0,15.0
Nova Scotia,2020-04-19,-63.0,-33.0,6.0
Nova Scotia,2020-04-20,-68.0,-58.0,20.0
Nova Scotia,2020-04-21,-66.0,-59.0,20.0
Nova Scotia,2020-04-22,-69.0,-59.0,22.0
Nova Scotia,2020-04-23,-69.0,-58.0,20.0
Nova Scotia,2020-04-24,-69.0,-56.0,23.0
Nova Scotia,2020-04-25,-56.0,-39.0,13.0
Nova Scotia,2020-04-26,-49.0,-27.0,4.0
Nova Scotia,2020-04-27,-74.0,-58.0,22.0
Nova Scotia,2020-04-28,-74.0,-61.0,20.0
Nova Scotia,2020-04-29,-62.0,-58.0,20.0
Nova Scotia,2020-04-30,-62.0,-56.0,18.0
Nova Scotia,2020-05-01,-63.0,-55.0,22.0
Nova Scotia,2020-05-02,-60.0,-39.0,14.0
Nova Scotia,2020-05-03,-33.0,-23.0,2.0
Nova Scotia,2020-05-04,-68.0,-56.0,19.0
Nova Scotia,2020-05-05,-66.0,-57.0,20.0
Nova Scotia,2020-05-06,-59.0,-56.0,18.0
Nova Scotia,2020-05-07,-71.0,-56.0,20.0
Nova Scotia,2020-05-08,-60.0,-52.0,20.0
Nova Scotia,2020-05-09,-66.0,-36.0,14.0
Nova Scotia,2020-05-10,-50.0,-19.0,3.0
Nova Scotia,2020-05-11,-56.0,-53.0,16.0
Nova Scotia,2020-05-12,-64.0,-55.0,19.0
Nova Scotia,2020-05-13,-60.0,-54.0,19.0
Nova Scotia,2020-05-14,-61.0,-53.0,15.0
Nova Scotia,2020-05-15,-59.0,-52.0,17.0
Nova Scotia,2020-05-16,-59.0,-33.0,12.0
Nova Scotia,2020-05-17,-35.0,-14.0,-1.0
Nova Scotia,2020-05-18,-66.0,-72.0,19.0
Nova Scotia,2020-05-19,-57.0,-52.0,16.0
Nova Scotia,2020-05-20,-47.0,-52.0,15.0
Nova Scotia,2020-05-21,-51.0,-51.0,14.0
Nova Scotia,2020-05-22,-49.0,-47.0,15.0
Nova Scotia,2020-05-23,-41.0,-25.0,8.0
Nova Scotia,2020-05-24,-22.0,-8.0,-1.0
Nova Scotia,2020-05-25,-50.0,-49.0,14.0
Nova Scotia,2020-05-26,-51.0,-48.0,15.0
Nova Scotia,2020-05-27,-45.0,-48.0,14.0
Nova Scotia,2020-05-28,-48.0,-46.0,13.0
Nova Scotia,2020-05-29,-49.0,-44.0,15.0
Nova Scotia,2020-05-30,-46.0,-18.0,9.0
Nova Scotia,2020-05-31,-25.0,2.0,-1.0
Nova Scotia,2020-06-01,-45.0,-44.0,13.0
Nova Scotia,2020-06-02,-51.0,-46.0,15.0
Nova Scotia,2020-06-03,-55.0,-47.0,17.0
Nova Scotia,2020-06-04,-47.0,-43.0,12.0
Nova Scotia,2020-06-05,-50.0,-41.0,13.0
Nova Scotia,2020-06-06,-49.0,-14.0,9.0
Nova Scotia,2020-06-07,-36.0,2.0,-1.0
Nova Scotia,2020-06-08,-47.0,-41.0,12.0
Nova Scotia,2020-06-09,-48.0,-42.0,12.0
Nova Scotia,2020-06-10,-43.0,-42.0,12.0
Nova Scotia,2020-06-11,-49.0,-41.0,11.0
Nova Scotia,2020-06-12,-50.0,-39.0,13.0
Nova Scotia,2020-06-13,-37.0,-7.0,5.0
Nova Scotia,2020-06-14,-28.0,8.0,-3.0
Nova Scotia,2020-06-15,-44.0,-40.0,11.0
Nova Scotia,2020-06-16,-41.0,-39.0,10.0
Nova Scotia,2020-06-17,-40.0,-40.0,10.0
Nova Scotia,2020-06-18,-43.0,-39.0,8.0
Nova Scotia,2020-06-19,-41.0,-37.0,8.0
Nova Scotia,2020-06-20,-34.0,-6.0,2.0
Nova Scotia,2020-06-21,-23.0,15.0,-6.0
Nova Scotia,2020-06-22,-44.0,-41.0,10.0
Nova Scotia,2020-06-23,-41.0,-41.0,10.0
Nova Scotia,2020-06-24,-40.0,-38.0,10.0
Nova Scotia,2020-06-25,-43.0,-37.0,8.0
Nova Scotia,2020-06-26,-40.0,-34.0,8.0
Nova Scotia,2020-06-27,-28.0,-7.0,1.0
Nova Scotia,2020-06-28,-27.0,9.0,-4.0
Nova Scotia,2020-06-29,-41.0,-39.0,9.0
Nova Scotia,2020-06-30,-41.0,-39.0,8.0
Nova Scotia,2020-07-01,-51.0,-71.0,14.0
Nova Scotia,2020-07-02,-42.0,-41.0,7.0
Nova Scotia,2020-07-03,-38.0,-39.0,8.0
Nova Scotia,2020-07-04,-31.0,-7.0,2.0
Nova Scotia,2020-07-05,-15.0,11.0,-7.0
Nova Scotia,2020-07-06,-43.0,-40.0,10.0
Nova Scotia,2020-07-07,-36.0,-39.0,8.0
Nova Scotia,2020-07-08,-37.0,-38.0,9.0
Nova Scotia,2020-07-09,-41.0,-36.0,7.0
Nova Scotia,2020-07-10,-37.0,-35.0,6.0
Nova Scotia,2020-07-11,-34.0,-7.0,3.0
Nova Scotia,2020-07-12,-14.0,11.0,-5.0
Nova Scotia,2020-07-13,-36.0,-38.0,7.0
Nova Scotia,2020-07-14,-44.0,-39.0,9.0
Nova Scotia,2020-07-15,-40.0,-38.0,10.0
Nova Scotia,2020-07-16,-37.0,-35.0,6.0
Nova Scotia,2020-07-17,-34.0,-34.0,7.0
Nova Scotia,2020-07-18,-22.0,-6.0,1.0
Nova Scotia,2020-07-19,-2.0,11.0,-9.0
Nova Scotia,2020-07-20,-35.0,-38.0,7.0
Nova Scotia,2020-07-21,-37.0,-39.0,7.0
Nova Scotia,2020-07-22,-34.0,-37.0,7.0
Nova Scotia,2020-07-23,-42.0,-36.0,8.0
Nova Scotia,2020-07-24,-34.0,-34.0,7.0
Nova Scotia,2020-07-25,-23.0,-7.0,0.0
Nova Scotia,2020-07-26,-9.0,11.0,-7.0
Nova Scotia,2020-07-27,-37.0,-39.0,8.0
Nova Scotia,2020-07-28,-37.0,-38.0,8.0
Nova Scotia,2020-07-29,-33.0,-38.0,7.0
Nova Scotia,2020-07-30,-36.0,-37.0,5.0
Nova Scotia,2020-07-31,-33.0,-37.0,6.0
Nova Scotia,2020-08-01,-25.0,-9.0,-1.0
Nova Scotia,2020-08-02,1.0,11.0,-10.0
Nova Scotia,2020-08-03,-51.0,-64.0,11.0
Nova Scotia,2020-08-04,-38.0,-40.0,7.0
Nova Scotia,2020-08-05,-35.0,-40.0,7.0
Nova Scotia,2020-08-06,-37.0,-38.0,5.0
Nova Scotia,2020-08-07,-34.0,-36.0,5.0
Nova Scotia,2020-08-08,-22.0,-9.0,0.0
Nova Scotia,2020-08-09,-1.0,13.0,-10.0
Nova Scotia,2020-08-10,-36.0,-39.0,6.0
Nova Scotia,2020-08-11,-39.0,-39.0,7.0
Nova Scotia,2020-08-12,-36.0,-38.0,7.0
Nova Scotia,2020-08-13,-37.0,-36.0,5.0
Nova Scotia,2020-08-14,-35.0,-35.0,6.0
Nova Scotia,2020-08-15,-23.0,-8.0,1.0
Nova Scotia,2020-08-16,1.0,13.0,-9.0
Nova Scotia,2020-08-17,-43.0,-41.0,9.0
Nova Scotia,2020-08-18,-38.0,-37.0,7.0
Nova Scotia,2020-08-19,-34.0,-37.0,6.0
Nova Scotia,2020-08-20,-37.0,-36.0,4.0
Nova Scotia,2020-08-21,-34.0,-35.0,6.0
Nova Scotia,2020-08-22,-19.0,-8.0,-1.0
Nova Scotia,2020-08-23,,12.0,-10.0
Nova Scotia,2020-08-24,-36.0,-38.0,6.0
Nova Scotia,2020-08-25,-41.0,-38.0,8.0
Nova Scotia,2020-08-26,-35.0,-36.0,7.0
Nova Scotia,2020-08-27,-35.0,-35.0,4.0
Nova Scotia,2020-08-28,-30.0,-33.0,5.0
Nova Scotia,2020-08-29,-24.0,-8.0,1.0
Nova Scotia,2020-08-30,,9.0,-6.0
Nova Scotia,2020-08-31,-34.0,-38.0,6.0
Nova Scotia,2020-09-01,-33.0,-37.0,6.0
Nova Scotia,2020-09-02,-33.0,-36.0,6.0
Nova Scotia,2020-09-03,-44.0,-36.0,6.0
Nova Scotia,2020-09-04,-33.0,-34.0,5.0
Nova Scotia,2020-09-05,-16.0,-9.0,-2.0
Nova Scotia,2020-09-06,,8.0,-10.0
Nova Scotia,2020-09-07,-56.0,-75.0,12.0
Nova Scotia,2020-09-08,-34.0,-38.0,6.0
Nova Scotia,2020-09-09,-35.0,-34.0,6.0
Nova Scotia,2020-09-10,-38.0,-34.0,5.0
Nova Scotia,2020-09-11,-34.0,-31.0,5.0
Nova Scotia,2020-09-12,-21.0,-7.0,-1.0
Nova Scotia,2020-09-13,-10.0,10.0,-8.0
Nova Scotia,2020-09-14,-37.0,-32.0,6.0
Nova Scotia,2020-09-15,-35.0,-30.0,5.0
Nova Scotia,2020-09-16,-33.0,-30.0,6.0
Nova Scotia,2020-09-17,-37.0,-30.0,4.0
Nova Scotia,2020-09-18,-35.0,-27.0,6.0
Nova Scotia,2020-09-19,-24.0,-7.0,1.0
Nova Scotia,2020-09-20,-8.0,10.0,-7.0
Nova Scotia,2020-09-21,-34.0,-32.0,5.0
Nova Scotia,2020-09-22,-58.0,-37.0,13.0
Nova Scotia,2020-09-23,-63.0,-41.0,15.0
Nova Scotia,2020-09-24,-36.0,-26.0,5.0
Nova Scotia,2020-09-25,-36.0,-25.0,6.0
Nova Scotia,2020-09-26,-22.0,-5.0,1.0
Nova Scotia,2020-09-27,-13.0,12.0,-6.0
Nova Scotia,2020-09-28,-38.0,-28.0,6.0
Nova Scotia,2020-09-29,-38.0,-28.0,7.0
Nova Scotia,2020-09-30,-40.0,-27.0,7.0
Nova Scotia,2020-10-01,-38.0,-24.0,4.0
Nova Scotia,2020-10-02,-35.0,-21.0,5.0
Nova Scotia,2020-10-03,-21.0,-7.0,1.0
Nova Scotia,2020-10-04,-9.0,9.0,-7.0
Nova Scotia,2020-10-05,-40.0,-28.0,6.0
Nova Scotia,2020-10-06,-34.0,-26.0,6.0
Nova Scotia,2020-10-07,-38.0,-25.0,6.0
Nova Scotia,2020-10-08,-41.0,-24.0,6.0
Nova Scotia,2020-10-09,-38.0,-23.0,6.0
Nova Scotia,2020-10-10,-30.0,-8.0,1.0
Nova Scotia,2020-10-11,-22.0,7.0,-6.0
Nova Scotia,2020-10-12,-61.0,-74.0,14.0
Nova Scotia,2020-10-13,-36.0,-27.0,7.0
Nova Scotia,2020-10-14,-45.0,-26.0,9.0
Nova Scotia,2020-10-15,-34.0,-23.0,5.0
Nova Scotia,2020-10-16,-32.0,-20.0,5.0
Nova Scotia,2020-10-17,-31.0,-9.0,5.0
Nova Scotia,2020-10-18,-4.0,10.0,-5.0
Nunavut,2020-02-15,,,
Nunavut,2020-02-17,,-7.0,
Nunavut,2020-02-18,,-4.0,
Nunavut,2020-02-19,,-2.0,
Nunavut,2020-02-20,,1.0,
Nunavut,2020-02-21,,-4.0,
Nunavut,2020-02-22,,,
Nunavut,2020-02-24,,4.0,
Nunavut,2020-02-25,,4.0,
Nunavut,2020-02-26,,5.0,
Nunavut,2020-02-27,,6.0,
Nunavut,2020-02-28,,4.0,
Nunavut,2020-02-29,,,
Nunavut,2020-03-02,,5.0,
Nunavut,2020-03-03,,6.0,
Nunavut,2020-03-04,,5.0,
Nunavut,2020-03-05,,8.0,
Nunavut,2020-03-06,,10.0,
Nunavut,2020-03-07,,,
Nunavut,2020-03-08,,,
Nunavut,2020-03-09,,-13.0,
Nunavut,2020-03-10,,5.0,
Nunavut,2020-03-11,,7.0,
Nunavut,2020-03-12,,9.0,
Nunavut,2020-03-13,,2.0,
Nunavut,2020-03-14,,,
Nunavut,2020-03-16,,-6.0,
Nunavut,2020-03-17,,-10.0,
Nunavut,2020-03-18,,-19.0,
Nunavut,2020-03-19,,-20.0,
Nunavut,2020-03-20,,-23.0,
Nunavut,2020-03-21,,-19.0,
Nunavut,2020-03-23,,-39.0,
Nunavut,2020-03-24,,-35.0,
Nunavut,2020-03-25,,-38.0,
Nunavut,2020-03-26,,-38.0,
Nunavut,2020-03-27,,-40.0,
Nunavut,2020-03-28,,-35.0,
Nunavut,2020-03-29,,-32.0,
Nunavut,2020-03-30,,-40.0,
Nunavut,2020-03-31,,-39.0,
Nunavut,2020-04-01,,-40.0,
Nunavut,2020-04-02,,-37.0,
Nunavut,2020-04-03,,-33.0,
Nunavut,2020-04-04,,-23.0,
Nunavut,2020-04-06,,-37.0,
Nunavut,2020-04-07,,-32.0,
Nunavut,2020-04-08,,-33.0,
Nunavut,2020-04-09,,-29.0,
Nunavut,2020-04-10,,-62.0,
Nunavut,2020-04-11,,-28.0,
Nunavut,2020-04-13,,-60.0,
Nunavut,2020-04-14,,-34.0,
Nunavut,2020-04-15,,-31.0,
Nunavut,2020-04-16,,-27.0,
Nunavut,2020-04-17,,-32.0,
Nunavut,2020-04-18,,-20.0,
Nunavut,2020-04-20,,-29.0,
Nunavut,2020-04-21,,-26.0,
Nunavut,2020-04-22,,-24.0,
Nunavut,2020-04-23,,-23.0,
Nunavut,2020-04-24,,-25.0,
Nunavut,2020-04-25,,-18.0,
Nunavut,2020-04-27,,-27.0,
Nunavut,2020-04-28,,-20.0,
Nunavut,2020-04-29,,-23.0,
Nunavut,2020-04-30,,-27.0,
Nunavut,2020-05-01,,-25.0,
Nunavut,2020-05-02,,-19.0,
Nunavut,2020-05-04,,-29.0,
Nunavut,2020-05-05,,-23.0,
Nunavut,2020-05-06,,-23.0,
Nunavut,2020-05-07,,-21.0,
Nunavut,2020-05-08,,-23.0,
Nunavut,2020-05-09,,-22.0,
Nunavut,2020-05-11,,-28.0,
Nunavut,2020-05-12,,-20.0,
Nunavut,2020-05-13,,-22.0,
Nunavut,2020-05-14,,-19.0,
Nunavut,2020-05-15,,-24.0,
Nunavut,2020-05-16,,-15.0,
Nunavut,2020-05-18,,-57.0,
Nunavut,2020-05-19,,-22.0,
Nunavut,2020-05-20,,-25.0,
Nunavut,2020-05-21,,-17.0,
Nunavut,2020-05-22,,-21.0,
Nunavut,2020-05-23,,-8.0,
Nunavut,2020-05-25,,-22.0,
Nunavut,2020-05-26,,-17.0,
Nunavut,2020-05-27,,-15.0,
Nunavut,2020-05-28,,-15.0,
Nunavut,2020-05-29,,-18.0,
Nunavut,2020-05-30,,-20.0,
Nunavut,2020-06-01,,-18.0,
Nunavut,2020-06-02,,-14.0,
Nunavut,2020-06-03,,-16.0,
Nunavut,2020-06-04,,-14.0,
Nunavut,2020-06-05,,-17.0,
Nunavut,2020-06-06,,-17.0,
Nunavut,2020-06-08,,-15.0,
Nunavut,2020-06-09,,-12.0,
Nunavut,2020-06-10,,-10.0,
Nunavut,2020-06-11,,-6.0,
Nunavut,2020-06-12,,-11.0,
Nunavut,2020-06-13,,-10.0,
Nunavut,2020-06-15,,-13.0,
Nunavut,2020-06-16,,-10.0,
Nunavut,2020-06-17,,-11.0,
Nunavut,2020-06-18,,-9.0,
Nunavut,2020-06-19,,-13.0,
Nunavut,2020-06-20,,-10.0,
Nunavut,2020-06-22,,-12.0,
Nunavut,2020-06-23,,-9.0,
Nunavut,2020-06-24,,-9.0,
Nunavut,2020-06-25,,-7.0,
Nunavut,2020-06-26,,-11.0,
Nunavut,2020-06-29,,-14.0,
Nunavut,2020-06-30,,-11.0,
Nunavut,2020-07-01,,-51.0,
Nunavut,2020-07-02,,-9.0,
Nunavut,2020-07-03,,-13.0,
Nunavut,2020-07-04,,-8.0,
Nunavut,2020-07-06,,-12.0,
Nunavut,2020-07-07,,-12.0,
Nunavut,2020-07-08,,-12.0,
Nunavut,2020-07-09,,-44.0,
Nunavut,2020-07-10,,-16.0,
Nunavut,2020-07-11,,-6.0,
Nunavut,2020-07-13,,-13.0,
Nunavut,2020-07-14,,-10.0,
Nunavut,2020-07-15,,-10.0,
Nunavut,2020-07-16,,-11.0,
Nunavut,2020-07-17,,-12.0,
Nunavut,2020-07-18,,-7.0,
Nunavut,2020-07-20,,-11.0,
Nunavut,2020-07-21,,-11.0,
Nunavut,2020-07-22,,-8.0,
Nunavut,2020-07-23,,-8.0,
Nunavut,2020-07-24,,-12.0,
Nunavut,2020-07-25,,-9.0,
Nunavut,2020-07-27,,-11.0,
Nunavut,2020-07-28,,-12.0,
Nunavut,2020-07-29,,-10.0,
Nunavut,2020-07-30,,-14.0,
Nunavut,2020-07-31,,-17.0,
Nunavut,2020-08-01,,-9.0,
Nunavut,2020-08-03,,-56.0,
Nunavut,2020-08-04,,-11.0,
Nunavut,2020-08-05,,-10.0,
Nunavut,2020-08-06,,-9.0,
Nunavut,2020-08-07,,-14.0,
Nunavut,2020-08-10,,-20.0,
Nunavut,2020-08-11,,-16.0,
Nunavut,2020-08-12,,-12.0,
Nunavut,2020-08-13,,-11.0,
Nunavut,2020-08-14,,-15.0,
Nunavut,2020-08-15,,-16.0,
Nunavut,2020-09-11,,-11.0,
Nunavut,2020-09-12,,-9.0,
Nunavut,2020-09-14,,-6.0,
Nunavut,2020-09-15,,-2.0,
Nunavut,2020-09-16,,-4.0,
Nunavut,2020-09-17,,-6.0,
Nunavut,2020-09-18,,-5.0,
Nunavut,2020-09-21,,-6.0,
Nunavut,2020-09-22,,-2.0,
Nunavut,2020-09-23,,-3.0,
Nunavut,2020-09-24,,3.0,
Nunavut,2020-09-25,,-3.0,
Nunavut,2020-09-28,,0.0,
Nunavut,2020-09-29,,2.0,
Nunavut,2020-09-30,,-2.0,
Nunavut,2020-10-01,,0.0,
Nunavut,2020-10-02,,0.0,
Nunavut,2020-10-03,,-10.0,
Nunavut,2020-10-05,,-4.0,
Nunavut,2020-10-06,,-8.0,
Nunavut,2020-10-07,,-2.0,
Nunavut,2020-10-08,,-2.0,
Nunavut,2020-10-09,,0.0,
Nunavut,2020-10-12,,-56.0,
Nunavut,2020-10-13,,2.0,
Nunavut,2020-10-14,,2.0,
Nunavut,2020-10-15,,8.0,
Nunavut,2020-10-16,,6.0,
Ontario,2020-02-15,5.0,1.0,-1.0
Ontario,2020-02-16,5.0,-2.0,-2.0
Ontario,2020-02-17,-40.0,-72.0,16.0
Ontario,2020-02-18,2.0,0.0,1.0
Ontario,2020-02-19,-2.0,1.0,0.0
Ontario,2020-02-20,0.0,2.0,0.0
Ontario,2020-02-21,-1.0,-7.0,1.0
Ontario,2020-02-22,11.0,7.0,-2.0
Ontario,2020-02-23,9.0,5.0,-1.0
Ontario,2020-02-24,-2.0,2.0,0.0
Ontario,2020-02-25,1.0,3.0,0.0
Ontario,2020-02-26,-6.0,-2.0,3.0
Ontario,2020-02-27,-5.0,-8.0,5.0
Ontario,2020-02-28,-1.0,-1.0,2.0
Ontario,2020-02-29,6.0,8.0,-1.0
Ontario,2020-03-01,4.0,6.0,-1.0
Ontario,2020-03-02,-2.0,4.0,0.0
Ontario,2020-03-03,0.0,4.0,0.0
Ontario,2020-03-04,0.0,4.0,0.0
Ontario,2020-03-05,2.0,0.0,0.0
Ontario,2020-03-06,-3.0,3.0,1.0
Ontario,2020-03-07,8.0,9.0,-1.0
Ontario,2020-03-08,6.0,5.0,-1.0
Ontario,2020-03-09,-3.0,3.0,1.0
Ontario,2020-03-10,-4.0,3.0,1.0
Ontario,2020-03-11,-5.0,2.0,1.0
Ontario,2020-03-12,-6.0,1.0,1.0
Ontario,2020-03-13,-16.0,-4.0,3.0
Ontario,2020-03-14,-17.0,0.0,3.0
Ontario,2020-03-15,-22.0,-6.0,4.0
Ontario,2020-03-16,-39.0,-31.0,11.0
Ontario,2020-03-17,-46.0,-39.0,15.0
Ontario,2020-03-18,-51.0,-44.0,17.0
Ontario,2020-03-19,-54.0,-47.0,19.0
Ontario,2020-03-20,-56.0,-49.0,21.0
Ontario,2020-03-21,-49.0,-34.0,13.0
Ontario,2020-03-22,-55.0,-38.0,12.0
Ontario,2020-03-23,-66.0,-55.0,22.0
Ontario,2020-03-24,-64.0,-57.0,22.0
Ontario,2020-03-25,-67.0,-61.0,25.0
Ontario,2020-03-26,-68.0,-61.0,26.0
Ontario,2020-03-27,-67.0,-61.0,26.0
Ontario,2020-03-28,-65.0,-46.0,16.0
Ontario,2020-03-29,-66.0,-46.0,14.0
Ontario,2020-03-30,-71.0,-63.0,25.0
Ontario,2020-03-31,-69.0,-62.0,24.0
Ontario,2020-04-01,-69.0,-63.0,25.0
Ontario,2020-04-02,-69.0,-63.0,26.0
Ontario,2020-04-03,-70.0,-62.0,27.0
Ontario,2020-04-04,-63.0,-46.0,16.0
Ontario,2020-04-05,-67.0,-47.0,14.0
Ontario,2020-04-06,-70.0,-63.0,24.0
Ontario,2020-04-07,-69.0,-63.0,25.0
Ontario,2020-04-08,-69.0,-64.0,25.0
Ontario,2020-04-09,-68.0,-64.0,25.0
Ontario,2020-04-10,-81.0,-86.0,36.0
Ontario,2020-04-11,-62.0,-48.0,16.0
Ontario,2020-04-12,-70.0,-55.0,15.0
Ontario,2020-04-13,-75.0,-69.0,27.0
Ontario,2020-04-14,-70.0,-63.0,25.0
Ontario,2020-04-15,-70.0,-63.0,26.0
Ontario,2020-04-16,-70.0,-63.0,27.0
Ontario,2020-04-17,-69.0,-62.0,28.0
Ontario,2020-04-18,-58.0,-43.0,15.0
Ontario,2020-04-19,-66.0,-44.0,14.0
Ontario,2020-04-20,-68.0,-62.0,24.0
Ontario,2020-04-21,-70.0,-62.0,25.0
Ontario,2020-04-22,-69.0,-62.0,25.0
Ontario,2020-04-23,-68.0,-62.0,26.0
Ontario,2020-04-24,-67.0,-61.0,26.0
Ontario,2020-04-25,-54.0,-41.0,14.0
Ontario,2020-04-26,-65.0,-43.0,14.0
Ontario,2020-04-27,-65.0,-60.0,23.0
Ontario,2020-04-28,-65.0,-61.0,18.0
Ontario,2020-04-29,-68.0,-61.0,25.0
Ontario,2020-04-30,-67.0,-61.0,26.0
Ontario,2020-05-01,-63.0,-59.0,25.0
Ontario,2020-05-02,-54.0,-39.0,14.0
Ontario,2020-05-03,-52.0,-36.0,11.0
Ontario,2020-05-04,-66.0,-59.0,23.0
Ontario,2020-05-05,-64.0,-59.0,23.0
Ontario,2020-05-06,-63.0,-59.0,23.0
Ontario,2020-05-07,-65.0,-59.0,24.0
Ontario,2020-05-08,-65.0,-58.0,25.0
Ontario,2020-05-09,-59.0,-36.0,14.0
Ontario,2020-05-10,-57.0,-32.0,11.0
Ontario,2020-05-11,-66.0,-58.0,23.0
Ontario,2020-05-12,-63.0,-56.0,22.0
Ontario,2020-05-13,-60.0,-56.0,22.0
Ontario,2020-05-14,-64.0,-57.0,24.0
Ontario,2020-05-15,-63.0,-57.0,24.0
Ontario,2020-05-16,-46.0,-33.0,10.0
Ontario,2020-05-17,-56.0,-32.0,10.0
Ontario,2020-05-18,-78.0,-83.0,30.0
Ontario,2020-05-19,-59.0,-54.0,20.0
Ontario,2020-05-20,-56.0,-54.0,20.0
Ontario,2020-05-21,-56.0,-54.0,20.0
Ontario,2020-05-22,-56.0,-52.0,20.0
Ontario,2020-05-23,-42.0,-25.0,9.0
Ontario,2020-05-24,-46.0,-25.0,8.0
Ontario,2020-05-25,-57.0,-54.0,19.0
Ontario,2020-05-26,-56.0,-51.0,18.0
Ontario,2020-05-27,-56.0,-52.0,19.0
Ontario,2020-05-28,-58.0,-52.0,21.0
Ontario,2020-05-29,-57.0,-50.0,21.0
Ontario,2020-05-30,-41.0,-16.0,9.0
Ontario,2020-05-31,-44.0,-15.0,7.0
Ontario,2020-06-01,-54.0,-49.0,17.0
Ontario,2020-06-02,-55.0,-49.0,18.0
Ontario,2020-06-03,-55.0,-49.0,19.0
Ontario,2020-06-04,-53.0,-49.0,18.0
Ontario,2020-06-05,-55.0,-48.0,18.0
Ontario,2020-06-06,-40.0,-15.0,8.0
Ontario,2020-06-07,-43.0,-14.0,6.0
Ontario,2020-06-08,-54.0,-48.0,16.0
Ontario,2020-06-09,-54.0,-47.0,17.0
Ontario,2020-06-10,-56.0,-48.0,18.0
Ontario,2020-06-11,-52.0,-47.0,18.0
Ontario,2020-06-12,-52.0,-46.0,17.0
Ontario,2020-06-13,-36.0,-9.0,7.0
Ontario,2020-06-14,-40.0,-9.0,5.0
Ontario,2020-06-15,-52.0,-47.0,16.0
Ontario,2020-06-16,-51.0,-46.0,15.0
Ontario,2020-06-17,-51.0,-46.0,16.0
Ontario,2020-06-18,-50.0,-46.0,16.0
Ontario,2020-06-19,-49.0,-45.0,14.0
Ontario,2020-06-20,-34.0,-7.0,4.0
Ontario,2020-06-21,-40.0,-4.0,3.0
Ontario,2020-06-22,-52.0,-48.0,15.0
Ontario,2020-06-23,-53.0,-48.0,16.0
Ontario,2020-06-24,-49.0,-46.0,16.0
Ontario,2020-06-25,-47.0,-45.0,15.0
Ontario,2020-06-26,-46.0,-44.0,14.0
Ontario,2020-06-27,-32.0,-9.0,5.0
Ontario,2020-06-28,-33.0,-3.0,3.0
Ontario,2020-06-29,-50.0,-47.0,13.0
Ontario,2020-06-30,-46.0,-45.0,11.0
Ontario,2020-07-01,-59.0,-71.0,18.0
Ontario,2020-07-02,-49.0,-49.0,14.0
Ontario,2020-07-03,-49.0,-51.0,15.0
Ontario,2020-07-04,-34.0,-9.0,4.0
Ontario,2020-07-05,-36.0,-8.0,2.0
Ontario,2020-07-06,-50.0,-47.0,14.0
Ontario,2020-07-07,-49.0,-46.0,14.0
Ontario,2020-07-08,-50.0,-46.0,14.0
Ontario,2020-07-09,-49.0,-45.0,14.0
Ontario,2020-07-10,-49.0,-45.0,14.0
Ontario,2020-07-11,-38.0,-9.0,6.0
Ontario,2020-07-12,-35.0,-6.0,3.0
Ontario,2020-07-13,-50.0,-46.0,13.0
Ontario,2020-07-14,-49.0,-45.0,13.0
Ontario,2020-07-15,-50.0,-45.0,13.0
Ontario,2020-07-16,-51.0,-45.0,15.0
Ontario,2020-07-17,-47.0,-43.0,12.0
Ontario,2020-07-18,-32.0,-6.0,3.0
Ontario,2020-07-19,-40.0,-10.0,4.0
Ontario,2020-07-20,-49.0,-46.0,12.0
