PROVINCE,date,TRANSIT,WORKPLACE,RESIDENTIAL
Ontario,2020-07-21,-49.0,-45.0,13.0
Ontario,2020-07-22,-52.0,-45.0,15.0
Ontario,2020-07-23,-48.0,-44.0,13.0
Ontario,2020-07-24,-47.0,-43.0,12.0
Ontario,2020-07-25,-31.0,-5.0,2.0
Ontario,2020-07-26,-35.0,-6.0,2.0
Ontario,2020-07-27,-51.0,-47.0,13.0
Ontario,2020-07-28,-49.0,-45.0,12.0
Ontario,2020-07-29,-49.0,-45.0,13.0
Ontario,2020-07-30,-46.0,-45.0,12.0
Ontario,2020-07-31,-43.0,-45.0,10.0
Ontario,2020-08-01,-28.0,-9.0,1.0
Ontario,2020-08-02,-40.0,-14.0,4.0
Ontario,2020-08-03,-61.0,-74.0,18.0
Ontario,2020-08-04,-50.0,-47.0,13.0
Ontario,2020-08-05,-47.0,-45.0,12.0
Ontario,2020-08-06,-46.0,-44.0,12.0
Ontario,2020-08-07,-45.0,-43.0,11.0
Ontario,2020-08-08,-28.0,-5.0,1.0
Ontario,2020-08-09,-33.0,-6.0,1.0
Ontario,2020-08-10,-50.0,-45.0,12.0
Ontario,2020-08-11,-49.0,-44.0,12.0
Ontario,2020-08-12,-48.0,-44.0,12.0
Ontario,2020-08-13,-47.0,-44.0,12.0
Ontario,2020-08-14,-45.0,-43.0,10.0
Ontario,2020-08-15,-28.0,-5.0,1.0
Ontario,2020-08-16,-35.0,-8.0,2.0
Ontario,2020-08-17,-50.0,-45.0,12.0
Ontario,2020-08-18,-48.0,-43.0,11.0
Ontario,2020-08-19,-48.0,-43.0,12.0
Ontario,2020-08-20,-46.0,-43.0,11.0
Ontario,2020-08-21,-45.0,-42.0,10.0
Ontario,2020-08-22,-29.0,-4.0,1.0
Ontario,2020-08-23,-32.0,-5.0,0.0
Ontario,2020-08-24,-49.0,-44.0,11.0
Ontario,2020-08-25,-47.0,-43.0,11.0
Ontario,2020-08-26,-48.0,-43.0,12.0
Ontario,2020-08-27,-46.0,-42.0,12.0
Ontario,2020-08-28,-45.0,-41.0,11.0
Ontario,2020-08-29,-30.0,-6.0,2.0
Ontario,2020-08-30,-28.0,-4.0,0.0
Ontario,2020-08-31,-46.0,-43.0,10.0
Ontario,2020-09-01,-45.0,-43.0,10.0
Ontario,2020-09-02,-48.0,-43.0,12.0
Ontario,2020-09-03,-44.0,-42.0,10.0
Ontario,2020-09-04,-42.0,-43.0,9.0
Ontario,2020-09-05,-29.0,-9.0,1.0
Ontario,2020-09-06,-28.0,-8.0,-1.0
Ontario,2020-09-07,-63.0,-80.0,20.0
Ontario,2020-09-08,-47.0,-44.0,11.0
Ontario,2020-09-09,-48.0,-42.0,12.0
Ontario,2020-09-10,-46.0,-41.0,11.0
Ontario,2020-09-11,-44.0,-39.0,10.0
Ontario,2020-09-12,-28.0,-2.0,2.0
Ontario,2020-09-13,-34.0,-6.0,3.0
Ontario,2020-09-14,-48.0,-39.0,11.0
Ontario,2020-09-15,-47.0,-38.0,11.0
Ontario,2020-09-16,-47.0,-39.0,11.0
Ontario,2020-09-17,-46.0,-39.0,11.0
Ontario,2020-09-18,-45.0,-37.0,10.0
Ontario,2020-09-19,-32.0,-3.0,3.0
Ontario,2020-09-20,-35.0,-3.0,2.0
Ontario,2020-09-21,-49.0,-40.0,11.0
Ontario,2020-09-22,-48.0,-39.0,11.0
Ontario,2020-09-23,-48.0,-38.0,12.0
Ontario,2020-09-24,-48.0,-38.0,12.0
Ontario,2020-09-25,-47.0,-36.0,11.0
Ontario,2020-09-26,-34.0,0.0,2.0
Ontario,2020-09-27,-36.0,-2.0,2.0
Ontario,2020-09-28,-51.0,-38.0,12.0
Ontario,2020-09-29,-50.0,-37.0,12.0
Ontario,2020-09-30,-51.0,-38.0,13.0
Ontario,2020-10-01,-49.0,-36.0,12.0
Ontario,2020-10-02,-49.0,-35.0,12.0
Ontario,2020-10-03,-35.0,-3.0,4.0
Ontario,2020-10-04,-44.0,-8.0,5.0
Ontario,2020-10-05,-50.0,-38.0,12.0
Ontario,2020-10-06,-50.0,-37.0,12.0
Ontario,2020-10-07,-52.0,-38.0,13.0
Ontario,2020-10-08,-49.0,-36.0,12.0
Ontario,2020-10-09,-46.0,-36.0,11.0
Ontario,2020-10-10,-37.0,-5.0,4.0
Ontario,2020-10-11,-42.0,-8.0,3.0
Ontario,2020-10-12,-70.0,-80.0,22.0
Ontario,2020-10-13,-50.0,-38.0,12.0
Ontario,2020-10-14,-50.0,-37.0,13.0
Ontario,2020-10-15,-53.0,-37.0,15.0
Ontario,2020-10-16,-49.0,-35.0,13.0
Ontario,2020-10-17,-36.0,-3.0,5.0
Ontario,2020-10-18,-44.0,-8.0,6.0
Prince Edward Island,2020-02-15,,-7.0,
Prince Edward Island,2020-02-16,,12.0,
Prince Edward Island,2020-02-17,,-63.0,14.0
Prince Edward Island,2020-02-18,,0.0,0.0
Prince Edward Island,2020-02-19,,-3.0,2.0
Prince Edward Island,2020-02-20,,-2.0,1.0
Prince Edward Island,2020-02-21,,-2.0,2.0
Prince Edward Island,2020-02-22,,-3.0,
Prince Edward Island,2020-02-23,,11.0,
Prince Edward Island,2020-02-24,,-3.0,1.0
Prince Edward Island,2020-02-25,,-2.0,0.0
Prince Edward Island,2020-02-26,,-2.0,0.0
Prince Edward Island,2020-02-27,,-5.0,5.0
Prince Edward Island,2020-02-28,,-14.0,4.0
Prince Edward Island,2020-02-29,,1.0,
Prince Edward Island,2020-03-01,,-2.0,
Prince Edward Island,2020-03-02,,3.0,1.0
Prince Edward Island,2020-03-03,,1.0,1.0
Prince Edward Island,2020-03-04,,0.0,1.0
Prince Edward Island,2020-03-05,,-2.0,2.0
Prince Edward Island,2020-03-06,,-5.0,2.0
Prince Edward Island,2020-03-07,,-2.0,
Prince Edward Island,2020-03-08,,13.0,
Prince Edward Island,2020-03-09,,1.0,2.0
Prince Edward Island,2020-03-10,,-1.0,2.0
Prince Edward Island,2020-03-11,,0.0,1.0
Prince Edward Island,2020-03-12,,0.0,0.0
Prince Edward Island,2020-03-13,,-3.0,3.0
Prince Edward Island,2020-03-14,,-4.0,
Prince Edward Island,2020-03-15,,2.0,
Prince Edward Island,2020-03-16,,-24.0,9.0
Prince Edward Island,2020-03-17,,-35.0,12.0
Prince Edward Island,2020-03-18,,-42.0,14.0
Prince Edward Island,2020-03-19,,-48.0,16.0
Prince Edward Island,2020-03-20,,-51.0,22.0
Prince Edward Island,2020-03-21,,-38.0,
Prince Edward Island,2020-03-22,,-30.0,
Prince Edward Island,2020-03-23,,-53.0,19.0
Prince Edward Island,2020-03-24,,-56.0,22.0
Prince Edward Island,2020-03-25,,-56.0,20.0
Prince Edward Island,2020-03-26,,-56.0,22.0
Prince Edward Island,2020-03-27,,-56.0,25.0
Prince Edward Island,2020-03-28,,-46.0,
Prince Edward Island,2020-03-29,,-34.0,
Prince Edward Island,2020-03-30,,-55.0,21.0
Prince Edward Island,2020-03-31,,-56.0,22.0
Prince Edward Island,2020-04-01,,-57.0,22.0
Prince Edward Island,2020-04-02,,-58.0,23.0
Prince Edward Island,2020-04-03,,-56.0,25.0
Prince Edward Island,2020-04-04,,-44.0,
Prince Edward Island,2020-04-05,,-32.0,
Prince Edward Island,2020-04-06,,-54.0,20.0
Prince Edward Island,2020-04-07,,-56.0,20.0
Prince Edward Island,2020-04-08,,-55.0,20.0
Prince Edward Island,2020-04-09,,-56.0,19.0
Prince Edward Island,2020-04-10,,-81.0,
Prince Edward Island,2020-04-11,,-42.0,
Prince Edward Island,2020-04-12,,-37.0,
Prince Edward Island,2020-04-13,,-62.0,22.0
Prince Edward Island,2020-04-14,,-54.0,19.0
Prince Edward Island,2020-04-15,,-55.0,20.0
Prince Edward Island,2020-04-16,,-55.0,21.0
Prince Edward Island,2020-04-17,,-53.0,23.0
Prince Edward Island,2020-04-18,,-35.0,
Prince Edward Island,2020-04-19,,-29.0,
Prince Edward Island,2020-04-20,,-51.0,19.0
Prince Edward Island,2020-04-21,,-52.0,18.0
Prince Edward Island,2020-04-22,,-52.0,20.0
Prince Edward Island,2020-04-23,,-52.0,20.0
Prince Edward Island,2020-04-24,,-51.0,20.0
Prince Edward Island,2020-04-25,,-35.0,
Prince Edward Island,2020-04-26,,-26.0,
Prince Edward Island,2020-04-27,,-49.0,18.0
Prince Edward Island,2020-04-28,,-52.0,16.0
Prince Edward Island,2020-04-29,,-50.0,18.0
Prince Edward Island,2020-04-30,,-49.0,16.0
Prince Edward Island,2020-05-01,,-49.0,18.0
Prince Edward Island,2020-05-02,,-31.0,
Prince Edward Island,2020-05-03,,-17.0,
Prince Edward Island,2020-05-04,,-47.0,17.0
Prince Edward Island,2020-05-05,,-48.0,18.0
Prince Edward Island,2020-05-06,,-47.0,15.0
Prince Edward Island,2020-05-07,,-47.0,17.0
Prince Edward Island,2020-05-08,,-45.0,17.0
Prince Edward Island,2020-05-09,,-27.0,
Prince Edward Island,2020-05-10,,-11.0,
Prince Edward Island,2020-05-11,,-43.0,12.0
Prince Edward Island,2020-05-12,,-45.0,16.0
Prince Edward Island,2020-05-13,,-44.0,14.0
Prince Edward Island,2020-05-14,,-44.0,12.0
Prince Edward Island,2020-05-15,,-44.0,13.0
Prince Edward Island,2020-05-16,,-25.0,
Prince Edward Island,2020-05-17,,-2.0,
Prince Edward Island,2020-05-18,,-65.0,15.0
Prince Edward Island,2020-05-19,,-42.0,12.0
Prince Edward Island,2020-05-20,,-41.0,11.0
Prince Edward Island,2020-05-21,,-40.0,11.0
Prince Edward Island,2020-05-22,,-37.0,12.0
Prince Edward Island,2020-05-23,,-13.0,
Prince Edward Island,2020-05-24,,-1.0,
Prince Edward Island,2020-05-25,,-34.0,8.0
Prince Edward Island,2020-05-26,,-35.0,9.0
Prince Edward Island,2020-05-27,,-34.0,10.0
Prince Edward Island,2020-05-28,,-35.0,9.0
Prince Edward Island,2020-05-29,,-34.0,11.0
Prince Edward Island,2020-05-30,,-5.0,
Prince Edward Island,2020-05-31,,8.0,
Prince Edward Island,2020-06-01,,-30.0,7.0
Prince Edward Island,2020-06-02,,-31.0,10.0
Prince Edward Island,2020-06-03,,-31.0,9.0
Prince Edward Island,2020-06-04,,-30.0,7.0
Prince Edward Island,2020-06-05,,-30.0,7.0
Prince Edward Island,2020-06-06,,-4.0,
Prince Edward Island,2020-06-07,,6.0,
Prince Edward Island,2020-06-08,,-29.0,8.0
Prince Edward Island,2020-06-09,,-29.0,7.0
Prince Edward Island,2020-06-10,,-29.0,7.0
Prince Edward Island,2020-06-11,,-29.0,8.0
Prince Edward Island,2020-06-12,,-28.0,9.0
Prince Edward Island,2020-06-13,,1.0,
Prince Edward Island,2020-06-14,,9.0,
Prince Edward Island,2020-06-15,,-26.0,6.0
Prince Edward Island,2020-06-16,,-28.0,5.0
Prince Edward Island,2020-06-17,,-28.0,5.0
Prince Edward Island,2020-06-18,,-27.0,4.0
Prince Edward Island,2020-06-19,,-29.0,3.0
Prince Edward Island,2020-06-20,,-1.0,
Prince Edward Island,2020-06-21,,16.0,
Prince Edward Island,2020-06-22,,-29.0,5.0
Prince Edward Island,2020-06-23,,-29.0,5.0
Prince Edward Island,2020-06-24,,-28.0,4.0
Prince Edward Island,2020-06-25,,-27.0,5.0
Prince Edward Island,2020-06-26,,-26.0,4.0
Prince Edward Island,2020-06-27,,-1.0,-2.0
Prince Edward Island,2020-06-28,,14.0,
Prince Edward Island,2020-06-29,,-26.0,4.0
Prince Edward Island,2020-06-30,,-28.0,3.0
Prince Edward Island,2020-07-01,,-66.0,11.0
Prince Edward Island,2020-07-02,,-33.0,5.0
Prince Edward Island,2020-07-03,,-32.0,4.0
Prince Edward Island,2020-07-04,,-3.0,
Prince Edward Island,2020-07-05,,12.0,
Prince Edward Island,2020-07-06,,-32.0,7.0
Prince Edward Island,2020-07-07,,-30.0,4.0
Prince Edward Island,2020-07-08,,-30.0,6.0
Prince Edward Island,2020-07-09,,-29.0,4.0
Prince Edward Island,2020-07-10,,-30.0,3.0
Prince Edward Island,2020-07-11,,-7.0,
Prince Edward Island,2020-07-12,,13.0,
Prince Edward Island,2020-07-13,,-31.0,3.0
Prince Edward Island,2020-07-14,,-31.0,6.0
Prince Edward Island,2020-07-15,,-30.0,7.0
Prince Edward Island,2020-07-16,,-29.0,4.0
Prince Edward Island,2020-07-17,,-31.0,4.0
Prince Edward Island,2020-07-18,,-5.0,
Prince Edward Island,2020-07-19,,12.0,
Prince Edward Island,2020-07-20,,-30.0,3.0
Prince Edward Island,2020-07-21,,-32.0,3.0
Prince Edward Island,2020-07-22,,-28.0,3.0
Prince Edward Island,2020-07-23,,-28.0,5.0
Prince Edward Island,2020-07-24,,-31.0,3.0
Prince Edward Island,2020-07-25,,-6.0,
Prince Edward Island,2020-07-26,,7.0,
Prince Edward Island,2020-07-27,,-31.0,4.0
Prince Edward Island,2020-07-28,,-31.0,5.0
Prince Edward Island,2020-07-29,,-30.0,4.0
Prince Edward Island,2020-07-30,,-30.0,4.0
Prince Edward Island,2020-07-31,,-33.0,4.0
Prince Edward Island,2020-08-01,,-7.0,
Prince Edward Island,2020-08-02,,8.0,
Prince Edward Island,2020-08-03,,-38.0,4.0
Prince Edward Island,2020-08-04,,-31.0,4.0
Prince Edward Island,2020-08-05,,-30.0,3.0
Prince Edward Island,2020-08-06,,-31.0,3.0
Prince Edward Island,2020-08-07,,-33.0,3.0
Prince Edward Island,2020-08-08,,-9.0,
Prince Edward Island,2020-08-09,,9.0,
Prince Edward Island,2020-08-10,,-32.0,3.0
Prince Edward Island,2020-08-11,,-31.0,3.0
Prince Edward Island,2020-08-12,,-31.0,4.0
Prince Edward Island,2020-08-13,,-30.0,3.0
Prince Edward Island,2020-08-14,,-32.0,3.0
Prince Edward Island,2020-08-15,,-7.0,
Prince Edward Island,2020-08-16,,14.0,
Prince Edward Island,2020-08-17,,-32.0,5.0
Prince Edward Island,2020-08-18,,-29.0,5.0
Prince Edward Island,2020-08-19,,-29.0,3.0
Prince Edward Island,2020-08-20,,-29.0,2.0
Prince Edward Island,2020-08-21,,-38.0,6.0
Prince Edward Island,2020-08-22,,,-3.0
Prince Edward Island,2020-08-24,,-29.0,3.0
Prince Edward Island,2020-08-25,,-29.0,6.0
Prince Edward Island,2020-08-26,,-27.0,4.0
Prince Edward Island,2020-08-27,,-27.0,4.0
Prince Edward Island,2020-08-28,,-29.0,4.0
Prince Edward Island,2020-08-31,,-29.0,4.0
Prince Edward Island,2020-09-01,,-28.0,3.0
Prince Edward Island,2020-09-02,,-29.0,3.0
Prince Edward Island,2020-09-03,,-29.0,5.0
Prince Edward Island,2020-09-04,,-29.0,3.0
Prince Edward Island,2020-09-07,,-69.0,10.0
Prince Edward Island,2020-09-08,,-28.0,3.0
Prince Edward Island,2020-09-09,,-25.0,2.0
Prince Edward Island,2020-09-10,,-27.0,1.0
Prince Edward Island,2020-09-11,,-26.0,2.0
Prince Edward Island,2020-09-12,,-1.0,-3.0
Prince Edward Island,2020-09-13,,15.0,
Prince Edward Island,2020-09-14,,-21.0,2.0
Prince Edward Island,2020-09-15,,-21.0,2.0
Prince Edward Island,2020-09-16,,-22.0,3.0
Prince Edward Island,2020-09-17,,-22.0,3.0
Prince Edward Island,2020-09-18,,-21.0,4.0
Prince Edward Island,2020-09-19,,0.0,
Prince Edward Island,2020-09-20,,14.0,
Prince Edward Island,2020-09-21,,-21.0,3.0
Prince Edward Island,2020-09-22,,-25.0,8.0
Prince Edward Island,2020-09-23,,-36.0,14.0
Prince Edward Island,2020-09-24,,-19.0,4.0
Prince Edward Island,2020-09-25,,-19.0,4.0
Prince Edward Island,2020-09-26,,1.0,-1.0
Prince Edward Island,2020-09-27,,13.0,-3.0
Prince Edward Island,2020-09-28,,-18.0,4.0
Prince Edward Island,2020-09-29,,-18.0,3.0
Prince Edward Island,2020-09-30,,-20.0,3.0
Prince Edward Island,2020-10-01,,-17.0,2.0
Prince Edward Island,2020-10-02,,-17.0,3.0
Prince Edward Island,2020-10-03,,-3.0,-1.0
Prince Edward Island,2020-10-04,,10.0,-4.0
Prince Edward Island,2020-10-05,,-18.0,4.0
Prince Edward Island,2020-10-06,,-19.0,3.0
Prince Edward Island,2020-10-07,,-18.0,3.0
Prince Edward Island,2020-10-08,,-18.0,6.0
Prince Edward Island,2020-10-09,,-20.0,5.0
Prince Edward Island,2020-10-10,,-3.0,0.0
Prince Edward Island,2020-10-11,,9.0,-3.0
Prince Edward Island,2020-10-12,,-68.0,14.0
Prince Edward Island,2020-10-13,,-19.0,4.0
Prince Edward Island,2020-10-14,,-19.0,7.0
Prince Edward Island,2020-10-15,,-16.0,4.0
Prince Edward Island,2020-10-16,,-16.0,3.0
Prince Edward Island,2020-10-17,,-4.0,2.0
Prince Edward Island,2020-10-18,,10.0,-2.0
Quebec,2020-02-15,5.0,2.0,1.0
Quebec,2020-02-16,2.0,4.0,-1.0
Quebec,2020-02-17,-1.0,0.0,0.0
Quebec,2020-02-18,-2.0,1.0,2.0
Quebec,2020-02-19,0.0,1.0,1.0
Quebec,2020-02-20,-2.0,1.0,0.0
Quebec,2020-02-21,0.0,1.0,1.0
Quebec,2020-02-22,7.0,3.0,0.0
Quebec,2020-02-23,4.0,6.0,-1.0
Quebec,2020-02-24,-3.0,2.0,0.0
Quebec,2020-02-25,-2.0,2.0,0.0
Quebec,2020-02-26,-2.0,1.0,1.0
Quebec,2020-02-27,-10.0,-13.0,8.0
Quebec,2020-02-28,5.0,0.0,1.0
Quebec,2020-02-29,13.0,3.0,0.0
Quebec,2020-03-01,11.0,5.0,-2.0
Quebec,2020-03-02,-8.0,-14.0,3.0
Quebec,2020-03-03,-8.0,-13.0,2.0
Quebec,2020-03-04,-9.0,-14.0,3.0
Quebec,2020-03-05,-7.0,-14.0,2.0
Quebec,2020-03-06,-8.0,-15.0,4.0
Quebec,2020-03-07,6.0,2.0,0.0
Quebec,2020-03-08,2.0,4.0,-1.0
Quebec,2020-03-09,-5.0,-1.0,1.0
Quebec,2020-03-10,-7.0,-4.0,3.0
Quebec,2020-03-11,-3.0,1.0,1.0
Quebec,2020-03-12,-6.0,1.0,0.0
Quebec,2020-03-13,-23.0,-15.0,8.0
Quebec,2020-03-14,-21.0,-4.0,6.0
Quebec,2020-03-15,-28.0,-6.0,5.0
Quebec,2020-03-16,-43.0,-30.0,11.0
Quebec,2020-03-17,-52.0,-37.0,16.0
Quebec,2020-03-18,-52.0,-41.0,17.0
Quebec,2020-03-19,-55.0,-44.0,18.0
Quebec,2020-03-20,-59.0,-46.0,22.0
Quebec,2020-03-21,-52.0,-32.0,15.0
Quebec,2020-03-22,-56.0,-32.0,11.0
Quebec,2020-03-23,-66.0,-49.0,19.0
Quebec,2020-03-24,-67.0,-55.0,22.0
Quebec,2020-03-25,-71.0,-64.0,26.0
Quebec,2020-03-26,-73.0,-65.0,28.0
Quebec,2020-03-27,-70.0,-64.0,28.0
Quebec,2020-03-28,-64.0,-47.0,18.0
Quebec,2020-03-29,-75.0,-45.0,15.0
Quebec,2020-03-30,-76.0,-66.0,26.0
Quebec,2020-03-31,-72.0,-66.0,26.0
Quebec,2020-04-01,-73.0,-67.0,27.0
Quebec,2020-04-02,-76.0,-67.0,29.0
Quebec,2020-04-03,-75.0,-66.0,30.0
Quebec,2020-04-04,-63.0,-48.0,18.0
Quebec,2020-04-05,-75.0,-52.0,16.0
Quebec,2020-04-06,-72.0,-66.0,25.0
Quebec,2020-04-07,-72.0,-67.0,26.0
Quebec,2020-04-08,-73.0,-67.0,27.0
Quebec,2020-04-09,-77.0,-68.0,29.0
Quebec,2020-04-10,-78.0,-77.0,33.0
Quebec,2020-04-11,-67.0,-49.0,19.0
Quebec,2020-04-12,-68.0,-54.0,15.0
Quebec,2020-04-13,-81.0,-79.0,30.0
Quebec,2020-04-14,-73.0,-66.0,27.0
Quebec,2020-04-15,-73.0,-65.0,27.0
Quebec,2020-04-16,-73.0,-65.0,28.0
Quebec,2020-04-17,-72.0,-64.0,30.0
Quebec,2020-04-18,-59.0,-41.0,17.0
Quebec,2020-04-19,-74.0,-48.0,16.0
Quebec,2020-04-20,-68.0,-61.0,23.0
Quebec,2020-04-21,-74.0,-62.0,26.0
Quebec,2020-04-22,-74.0,-62.0,27.0
Quebec,2020-04-23,-70.0,-61.0,26.0
Quebec,2020-04-24,-68.0,-60.0,27.0
Quebec,2020-04-25,-53.0,-38.0,16.0
Quebec,2020-04-26,-68.0,-44.0,14.0
Quebec,2020-04-27,-70.0,-59.0,23.0
Quebec,2020-04-28,-66.0,-59.0,18.0
Quebec,2020-04-29,-66.0,-59.0,23.0
Quebec,2020-04-30,-73.0,-60.0,26.0
Quebec,2020-05-01,-66.0,-58.0,26.0
Quebec,2020-05-02,-47.0,-34.0,14.0
Quebec,2020-05-03,-62.0,-39.0,13.0
Quebec,2020-05-04,-67.0,-54.0,21.0
Quebec,2020-05-05,-66.0,-55.0,22.0
Quebec,2020-05-06,-62.0,-54.0,21.0
Quebec,2020-05-07,-64.0,-54.0,22.0
Quebec,2020-05-08,-65.0,-53.0,24.0
Quebec,2020-05-09,-57.0,-31.0,15.0
Quebec,2020-05-10,-63.0,-33.0,12.0
Quebec,2020-05-11,-63.0,-49.0,19.0
Quebec,2020-05-12,-62.0,-50.0,20.0
Quebec,2020-05-13,-60.0,-50.0,20.0
Quebec,2020-05-14,-60.0,-50.0,18.0
Quebec,2020-05-15,-65.0,-50.0,23.0
Quebec,2020-05-16,-46.0,-25.0,11.0
Quebec,2020-05-17,-50.0,-30.0,9.0
Quebec,2020-05-18,-65.0,-75.0,22.0
Quebec,2020-05-19,-59.0,-47.0,18.0
Quebec,2020-05-20,-56.0,-47.0,17.0
Quebec,2020-05-21,-56.0,-47.0,18.0
Quebec,2020-05-22,-54.0,-44.0,17.0
Quebec,2020-05-23,-42.0,-17.0,9.0
Quebec,2020-05-24,-44.0,-16.0,5.0
Quebec,2020-05-25,-56.0,-45.0,16.0
Quebec,2020-05-26,-55.0,-44.0,16.0
Quebec,2020-05-27,-55.0,-44.0,16.0
Quebec,2020-05-28,-55.0,-44.0,17.0
Quebec,2020-05-29,-55.0,-42.0,18.0
Quebec,2020-05-30,-40.0,-10.0,9.0
Quebec,2020-05-31,-45.0,-9.0,7.0
Quebec,2020-06-01,-53.0,-40.0,14.0
Quebec,2020-06-02,-54.0,-41.0,15.0
Quebec,2020-06-03,-54.0,-41.0,16.0
Quebec,2020-06-04,-49.0,-40.0,14.0
Quebec,2020-06-05,-47.0,-40.0,14.0
Quebec,2020-06-06,-40.0,-10.0,8.0
Quebec,2020-06-07,-30.0,-4.0,2.0
Quebec,2020-06-08,-50.0,-39.0,12.0
Quebec,2020-06-09,-51.0,-39.0,13.0
Quebec,2020-06-10,-52.0,-39.0,14.0
Quebec,2020-06-11,-52.0,-39.0,15.0
Quebec,2020-06-12,-48.0,-38.0,13.0
Quebec,2020-06-13,-36.0,-4.0,6.0
Quebec,2020-06-14,-33.0,1.0,1.0
Quebec,2020-06-15,-47.0,-37.0,11.0
Quebec,2020-06-16,-47.0,-37.0,12.0
Quebec,2020-06-17,-46.0,-38.0,12.0
Quebec,2020-06-18,-47.0,-38.0,11.0
Quebec,2020-06-19,-43.0,-37.0,9.0
Quebec,2020-06-20,-28.0,-1.0,2.0
Quebec,2020-06-21,-33.0,6.0,-1.0
Quebec,2020-06-22,-46.0,-40.0,10.0
Quebec,2020-06-23,-45.0,-40.0,9.0
Quebec,2020-06-24,-59.0,-76.0,21.0
Quebec,2020-06-25,-44.0,-41.0,11.0
Quebec,2020-06-26,-40.0,-39.0,10.0
Quebec,2020-06-27,-28.0,-4.0,4.0
Quebec,2020-06-28,-33.0,2.0,2.0
Quebec,2020-06-29,-46.0,-41.0,10.0
Quebec,2020-06-30,-42.0,-39.0,8.0
Quebec,2020-07-01,-49.0,-60.0,13.0
Quebec,2020-07-02,-44.0,-41.0,9.0
Quebec,2020-07-03,-40.0,-49.0,10.0
Quebec,2020-07-04,-22.0,-3.0,1.0
Quebec,2020-07-05,-26.0,1.0,-2.0
Quebec,2020-07-06,-43.0,-40.0,8.0
Quebec,2020-07-07,-44.0,-40.0,9.0
Quebec,2020-07-08,-45.0,-40.0,11.0
Quebec,2020-07-09,-45.0,-39.0,10.0
Quebec,2020-07-10,-43.0,-39.0,9.0
Quebec,2020-07-11,-36.0,-5.0,5.0
Quebec,2020-07-12,-31.0,2.0,1.0
Quebec,2020-07-13,-45.0,-40.0,9.0
Quebec,2020-07-14,-45.0,-41.0,10.0
Quebec,2020-07-15,-44.0,-40.0,9.0
Quebec,2020-07-16,-46.0,-40.0,10.0
Quebec,2020-07-17,-45.0,-40.0,11.0
Quebec,2020-07-18,-24.0,-2.0,0.0
Quebec,2020-07-19,-33.0,0.0,0.0
Quebec,2020-07-20,-46.0,-48.0,9.0
Quebec,2020-07-21,-46.0,-48.0,10.0
Quebec,2020-07-22,-47.0,-47.0,11.0
Quebec,2020-07-23,-46.0,-46.0,11.0
Quebec,2020-07-24,-42.0,-45.0,9.0
Quebec,2020-07-25,-25.0,-5.0,1.0
Quebec,2020-07-26,-33.0,-2.0,-1.0
Quebec,2020-07-27,-51.0,-51.0,12.0
Quebec,2020-07-28,-48.0,-49.0,11.0
Quebec,2020-07-29,-48.0,-50.0,12.0
Quebec,2020-07-30,-48.0,-49.0,12.0
Quebec,2020-07-31,-42.0,-48.0,10.0
Quebec,2020-08-01,-20.0,-5.0,0.0
Quebec,2020-08-02,-37.0,-5.0,1.0
Quebec,2020-08-03,-46.0,-46.0,9.0
Quebec,2020-08-04,-54.0,-46.0,13.0
Quebec,2020-08-05,-45.0,-44.0,11.0
Quebec,2020-08-06,-43.0,-43.0,9.0
Quebec,2020-08-07,-41.0,-42.0,8.0
Quebec,2020-08-08,-23.0,-4.0,0.0
Quebec,2020-08-09,-30.0,-1.0,-1.0
Quebec,2020-08-10,-46.0,-43.0,8.0
Quebec,2020-08-11,-49.0,-43.0,10.0
Quebec,2020-08-12,-45.0,-42.0,9.0
Quebec,2020-08-13,-44.0,-42.0,8.0
Quebec,2020-08-14,-40.0,-41.0,7.0
Quebec,2020-08-15,-22.0,-5.0,0.0
Quebec,2020-08-16,-26.0,0.0,-3.0
Quebec,2020-08-17,-48.0,-43.0,9.0
Quebec,2020-08-18,-48.0,-42.0,10.0
Quebec,2020-08-19,-44.0,-41.0,9.0
Quebec,2020-08-20,-45.0,-41.0,9.0
Quebec,2020-08-21,-42.0,-40.0,9.0
Quebec,2020-08-22,-21.0,-5.0,0.0
Quebec,2020-08-23,-31.0,-2.0,0.0
Quebec,2020-08-24,-48.0,-41.0,9.0
Quebec,2020-08-25,-46.0,-40.0,9.0
Quebec,2020-08-26,-43.0,-39.0,9.0
Quebec,2020-08-27,-42.0,-39.0,9.0
Quebec,2020-08-28,-37.0,-37.0,7.0
Quebec,2020-08-29,-39.0,-11.0,6.0
Quebec,2020-08-30,-25.0,-1.0,0.0
Quebec,2020-08-31,-40.0,-38.0,7.0
Quebec,2020-09-01,-40.0,-38.0,8.0
Quebec,2020-09-02,-44.0,-38.0,10.0
Quebec,2020-09-03,-40.0,-37.0,7.0
Quebec,2020-09-04,-35.0,-36.0,6.0
Quebec,2020-09-05,-21.0,-7.0,1.0
Quebec,2020-09-06,-24.0,-4.0,-3.0
Quebec,2020-09-07,-62.0,-79.0,17.0
Quebec,2020-09-08,-43.0,-37.0,8.0
Quebec,2020-09-09,-44.0,-35.0,9.0
Quebec,2020-09-10,-44.0,-35.0,9.0
Quebec,2020-09-11,-37.0,-32.0,7.0
Quebec,2020-09-12,-22.0,-4.0,1.0
Quebec,2020-09-13,-41.0,-5.0,3.0
Quebec,2020-09-14,-44.0,-31.0,7.0
